Date,Item Code,Sales Qty,Price in USD,Purchase Date,ItemCode,Item Description,Purchase Qty,Purchase Amount,Supplier,Code,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size,month_name,year
6/9/2023,4057,1,60,10/15/2022,4057,SN58876-BLK SHOES MEN SKECHERS 43,8,264,Ali Taleb,4057,SHOES,MEN,1,60,33,BLACK,43,October,2022
6/9/2023,4059,1,60,10/15/2022,4059,SN58876-BLK SHOES MEN SKECHERS 45,6,198,Ali Taleb,4059,SHOES,MEN,0,60,33,BLACK,45,October,2022
6/9/2023,4069,1,60,10/15/2022,4069,SN58876-NVY SHOES MEN SKECHERS 47.5,2,66,Ali Taleb,4069,SHOES,MEN,0,60,33,NAVY,47.5,October,2022
6/9/2023,4066,1,60,10/15/2022,4066,SN58876-NVY SHOES MEN SKECHERS 44,6,198,Ali Taleb,4066,SHOES,MEN,0,60,33,NAVY,44,October,2022
6/9/2023,4058,1,60,10/15/2022,4058,SN58876-BLK SHOES MEN SKECHERS 44,8,264,Ali Taleb,4058,SHOES,MEN,0,60,33,BLACK,44,October,2022
6/10/2023,4939,1,120,5/15/2023,4939,741SMA011302H SHOES MEN LACOSTE 43,1,30,Go Outlet,4939,SHOES,MEN,0,120,30,BLACK,43,May,2023
6/10/2023,4801,1,13,6/4/2023,4801,AR5307-676 T-SHIRT KIDS 99009360 NIKE XL,1,7,Ali Taleb,4801,T-SHIRT KIDS,99009360,0,13,7,PINK,XL,June,2023
6/10/2023,3650,1,25,1/8/2022,3650,HD4218 T-SHIRT MEN REEBOK S,1,15,Ali Taleb,3650,T-SHIRT,MEN,0,25,15,WHITE,S,January,2022
6/10/2023,4236,1,25,11/11/2022,4236,HE8177 T-SHIRT MEN REEBOK S,1,14.5,Ali Taleb,4236,T-SHIRT,MEN,0,25,14.5,OLIVE,S,November,2022
6/10/2023,1479,1,15,6/18/2021,1479,1378112B SANDAL WOMEN IZOD 37.5,1,11,Ali Taleb,1479,SANDAL,WOMEN,0,15,11,BLACK,37.5,June,2021
6/12/2023,1472,1,15,6/18/2021,1472,1378112G SANDAL WOMEN IZOD 37.5,1,11,Ali Taleb,1472,SANDAL,WOMEN,0,15,11,GOLD,37.5,June,2021
6/12/2023,3328,1,35,7/16/2022,3328,CE9963 PANT MEN ADIDAS M,2,14,Ali Taleb,3328,PANT,MEN,1,35,7,BLACK,M,July,2022
6/13/2023,4065,1,60,10/15/2022,4065,SN58876-NVY SHOES MEN SKECHERS 43,7,231,Ali Taleb,4065,SHOES,MEN,0,60,33,NAVY,43,October,2022
6/13/2023,5050,1,28,5/6/2023,5050,GM6366 T-SHIRT MEN ADIDAS L,1,14.5,Go Outlet,5050,T-SHIRT,MEN,0,28,14.5,BLACK,L,May,2023
6/13/2023,4927,1,85,5/15/2023,4927,GX9916 SHOES MEN REEBOK 42.5,1,35,Go Outlet,4927,SHOES,MEN,0,85,35,BLACK,42.5,May,2023
6/13/2023,5016,1,22,5/23/2023,5016,WRCARGO CARGO MEN WRANGLER 38,1,7,Go Outlet,5016,Cargo,MEN,0,22,7,MIX,38,May,2023
6/13/2023,3790,1,28,9/19/2022,3790,GZ7428 SHOES KIDS ADIDAS 23.5,2,40,Ali Taleb,3790,SHOES,KIDS,0,28,20,BLACK,23.5,September,2022
6/13/2023,4346,1,57,11/11/2022,4346,GZ0295 SHOES WOMEN REEBOK 39,2,80,Ali Taleb,4346,SHOES,WOMEN,0,57,40,BLACK,39,November,2022
6/13/2023,4610,1,27,3/21/2023,4610,HD4222 T-SHIRT MEN 99006859 REEBOK XXL,1,15,Ali Taleb,4610,T-SHIRT MEN,99006859,0,27,15,BLACK,XXL,March,2023
6/13/2023,5031,1,35,5/6/2023,5031,SPM708U-B PANT MEN SPYDER XL,1,7.5,Go Outlet,5031,PANT,MEN,0,35,7.5,BLACK,XL,May,2023
6/13/2023,4254,1,25,11/11/2022,4254,HA6313 T-SHIRT MEN REEBOK L,2,29,Ali Taleb,4254,T-SHIRT,MEN,0,25,14.5,BLACK,L,November,2022
6/13/2023,4097,1,28,10/15/2022,4097,SPM514C SHORT MEN SPYDER L,2,34,Ali Taleb,4097,SHORT,MEN,0,28,17,GREY,L,October,2022
6/13/2023,4992,1,25,5/15/2023,4992,GP0135 CAP MEN REEBOK OSFM,2,31,Go Outlet,4992,CAP,MEN,0,25,15.5,BLACK,OSFM,May,2023
6/13/2023,4295,1,30,11/11/2022,4295,HD4191 SHORT MEN REEBOK L,1,17,Ali Taleb,4295,SHORT,MEN,0,30,17,BLACK,L,November,2022
6/13/2023,4954,1,35,5/15/2023,4954,HG6729 PANT MEN REEBOK L,2,44,Go Outlet,4954,PANT,MEN,0,35,22,BLACK,L,May,2023
6/13/2023,4235,1,25,11/11/2022,4235,HF0767 T-SHIRT MEN REEBOK L,5,72.5,Ali Taleb,4235,T-SHIRT,MEN,2,25,14.5,OLIVE,L,November,2022
6/13/2023,4828,1,10,6/4/2023,4828,39065392 SHORT KIDS 99004978 ALL IN MOTION S,1,3,Ali Taleb,4828,SHORT KIDS,99004978,0,10,3,BLACK,S,June,2023
6/13/2023,4507,1,35,10/1/2023,4507,FP9169 PANT MEN REEBOK M,2,36,Ali Taleb,4507,PANT,MEN,0,35,18,GREY,M,October,2023
6/13/2023,5005,1,25,5/17/2023,5005,CHAPSJEANS JEANS MEN CHAPS 32,1,15,Go Outlet,5005,JEANS,MEN,0,25,15,BLUE,32,May,2023
6/14/2023,4954,1,35,5/15/2023,4954,HG6729 PANT MEN REEBOK L,2,44,Go Outlet,4954,PANT,MEN,0,35,22,BLACK,L,May,2023
6/14/2023,3642,1,25,1/8/2022,3642,HD3999 T-SHIRT MEN REEBOK L,3,45,Ali Taleb,3642,T-SHIRT,MEN,1,25,15,BRICK,L,January,2022
6/14/2023,4978,1,25,5/15/2023,4978,HM5342 T-SHIRT MEN REEBOK L,1,14,Go Outlet,4978,T-SHIRT,MEN,0,25,14,GREEN,L,May,2023
6/14/2023,3833,1,30,9/20/2022,3833,KE1014011 P3-BOXER MEN NIKE L,4,76,Ali Taleb,3833,P3-BOXER,MEN,0,30,19,MULTI,L,September,2022
6/14/2023,3886,1,25,9/27/2022,3886,1363065-001 T-SHIRT MEN UNDER ARMOUR M,4,58,Ali Taleb,3886,T-SHIRT,MEN,0,25,14.5,BLACK,M,September,2022
6/14/2023,5154,1,25,6/14/2023,5154,162008 PANT MEN MONDETTA M,1,16.5,Go Outlet,5154,PANT,MEN,0,25,16.5,BLACK,M,June,2023
6/14/2023,4700,1,15,3/21/2023,4700,DA5121-010 SHORT BOYS 99009364 NIKE M,1,5,Ali Taleb,4700,SHORT BOYS,99009364,0,15,5,BLACK,M,March,2023
6/15/2023,4538,1,28,10/1/2023,4538,3022711-02 SLIPPER MEN UNDER ARMOUR 42.5,1,12,Ali Taleb,4538,SLIPPER,MEN,0,28,12,GREY,42.5,October,2023
6/15/2023,3789,1,28,9/19/2022,3789,GZ7428 SHOES KIDS ADIDAS 22,1,20,Ali Taleb,3789,SHOES,KIDS,0,28,20,BLACK,22,September,2022
6/15/2023,3341,1,20,7/16/2022,3341,1533250N SHIRT MEN HI-TEC L,1,7,Ali Taleb,3341,SHIRT,MEN,0,20,7,NAVY,L,July,2022
6/15/2023,3815,1,35,9/20/2022,3815,3022091-400 SHOES KIDS UNDER ARMOUR 29.5,1,26,Ali Taleb,3815,SHOES,KIDS,0,35,26,MULTI,29.5,September,2022
6/15/2023,3380,1,20,7/16/2022,3380,ENGLISHL CHINO PANTS MEN ENGLISH LAUNDRY 34,4,28,Ali Taleb,3380,CHINO PANTS,MEN,0,20,7,MULTI,34,July,2022
6/15/2023,4501,1,30,12/11/2022,4501,GA7394 P3-BOXER MEN REEBOK L,10,200,Ali Taleb,4501,P3-BOXER,MEN,0,30,20,MULTI,L,December,2022
6/15/2023,4606,1,27,3/21/2023,4606,HE8176 T-SHIRT MEN 99007454 REEBOK M,1,15,Ali Taleb,4606,T-SHIRT MEN,99007454,0,27,15,BLACK,M,March,2023
6/15/2023,4691,1,8,3/21/2023,4691,OVERALL OVERALL KIDS 99004961 MIX MIX,7,21,Ali Taleb,4691,OVERALL KIDS,99004961,6,8,3,MIX,MIX,March,2023
6/15/2023,4686,1,25,3/21/2023,4686,DD3372-068 T-SHIRT MEN 99009067 NIKE M,1,8,Ali Taleb,4686,T-SHIRT MEN,99009067,0,25,8,CAMO,M,March,2023
6/15/2023,3854,1,25,9/20/2022,3854,P3BH P3-BOXER MEN HURLEY L,3,45,Ali Taleb,3854,P3-BOXER,MEN,0,25,15,MULTI,L,September,2022
6/15/2023,5155,1,25,6/14/2023,5155,BANPAN PANT MEN BANANA REPUBLIC L,1,16.5,Go Outlet,5155,PANT,MEN,0,25,16.5,BLACK,L,June,2023
6/15/2023,5147,1,45,6/14/2023,5147,40CM610-001 CARGO MEN CK M,2,33,Go Outlet,5147,Cargo,MEN,0,45,16.5,BLACK,M,June,2023
6/16/2023,4696,1,6,3/21/2023,4696,TSHIRT MIX T-SHIRT GIRLS MIX M,7,21,Ali Taleb,4696,T-SHIRT,girls,4,6,3,MIX,M,March,2023
6/16/2023,5104,1,10,10/6/2023,5104,CHB022 TSHIRT KIDS Champion S,1,9,Go Outlet,5104,TSHIRT,KIDS,0,10,9,Camoflage,S,October,2023
6/16/2023,5151,1,35,6/14/2023,5151,IC4469 PANT MEN ADIDAS M,1,16.5,Go Outlet,5151,PANT,MEN,0,35,16.5,GREY,M,June,2023
6/16/2023,4813,1,13,6/4/2023,4813,892518-010 T-SHIRT KIDS 99009360 NIKE L,1,7,Ali Taleb,4813,T-SHIRT KIDS,99009360,0,13,7,BLACK,L,June,2023
6/16/2023,5051,1,28,5/6/2023,5051,GM6366 T-SHIRT MEN ADIDAS XL,2,29,Go Outlet,5051,T-SHIRT,MEN,0,28,14.5,BLACK,XL,May,2023
6/16/2023,3637,1,25,1/8/2022,3637,HD4222 T-SHIRT MEN REEBOK S,1,15,Ali Taleb,3637,T-SHIRT,MEN,0,25,15,BLACK,S,January,2022
6/17/2023,5051,1,28,5/6/2023,5051,GM6366 T-SHIRT MEN ADIDAS XL,2,29,Go Outlet,5051,T-SHIRT,MEN,0,28,14.5,BLACK,XL,May,2023
6/17/2023,3998,1,30,9/27/2022,3998,BUFJ JEANS MEN BUFFALO 36,22,330,Ali Taleb,3998,JEANS,MEN,2,30,15,MULTI,36,September,2022
6/17/2023,4870,1,65,4/27/2023,4870,ML515VS3 Shoes Men New Balance 42,1,33,Go Outlet,4870,SHOES,MEN,0,65,33,Black,42,April,2023
6/17/2023,4494,1,20,12/11/2022,4494,43YR3-LC P5-SOCKS MEN SPYDER 6'12,7,77,Ali Taleb,4494,P5-SOCKS,MEN,2,20,11,BLACK,6'12,December,2022
6/17/2023,5007,1,25,5/17/2023,5007,LASERJE JEANS MEN LASER 32,2,26,Go Outlet,5007,JEANS,MEN,0,25,13,BLUE,32,May,2023
6/17/2023,4800,1,13,6/4/2023,4800,DO1824-657 T-SHIRT KIDS 99009360 NIKE L,1,7,Ali Taleb,4800,T-SHIRT KIDS,99009360,0,13,7,RED,L,June,2023
6/17/2023,4976,1,25,5/15/2023,4976,HB5975 T-SHIRT MEN REEBOK XL,2,29,Go Outlet,4976,T-SHIRT,MEN,0,25,14.5,BLACK,XL,May,2023
6/17/2023,3039,1,25,10/5/2022,3039,1445368 P2 SET MEN IZOD M,1,7.5,Ali Taleb,3039,P2 SET,MEN,0,25,7.5,NAVY,M,October,2022
6/17/2023,2903,1,17,5/5/2022,2903,7771314-N SHORT MEN KIRKLAND M,1,7.5,Ali Taleb,2903,SHORT,MEN,0,17,7.5,NAVY,M,May,2022
6/17/2023,4953,1,35,5/15/2023,4953,HG6729 PANT MEN REEBOK M,2,44,Go Outlet,4953,PANT,MEN,0,35,22,BLACK,M,May,2023
6/17/2023,4501,1,30,12/11/2022,4501,GA7394 P3-BOXER MEN REEBOK L,10,200,Ali Taleb,4501,P3-BOXER,MEN,0,30,20,MULTI,L,December,2022
6/17/2023,4094,1,25,10/15/2022,4094,REM202SH33-008 SHORT MEN REEBOK XL,2,30,Ali Taleb,4094,SHORT,MEN,0,25,15,GREY,XL,October,2022
6/17/2023,4239,1,25,11/11/2022,4239,HE8177 T-SHIRT MEN REEBOK XL,1,14.5,Ali Taleb,4239,T-SHIRT,MEN,0,25,14.5,OLIVE,XL,November,2022
6/17/2023,2711,1,30,4/29/2022,2711,LEV505 JEANS MEN LEVI'S 38,13,97.5,Ali Taleb,2711,JEANS,MEN,0,30,7.5,BLUE,38,April,2022
6/17/2023,4284,1,30,11/11/2022,4284,HR3752 POLO MEN REEBOK M,2,48,Ali Taleb,4284,POLO,MEN,1,30,24,BLUE,M,November,2022
6/17/2023,4962,1,30,5/15/2023,4962,FQ4219 POLO MEN REEBOK M,2,30,Go Outlet,4962,POLO,MEN,0,30,15,GREY,M,May,2023
6/17/2023,3911,1,22,9/27/2022,3911,1557562-N POLO MEN GERRY M,3,30,Ali Taleb,3911,POLO,MEN,0,22,10,NAVY,M,September,2022
6/19/2023,4961,1,30,5/15/2023,4961,FU3095 POLO MEN REEBOK XL,1,15,Go Outlet,4961,POLO,MEN,0,30,15,NAVY,XL,May,2023
6/19/2023,5138,1,45,6/14/2023,5138,L121251 POLO MEN LACOSTE XXL,1,16.5,Go Outlet,5138,POLO,MEN,0,45,16.5,BLUE,XXL,June,2023
6/19/2023,4050,1,35,9/27/2022,4050,670911-03 PANT MEN PUMA XL,3,60,Ali Taleb,4050,PANT,MEN,0,35,20,GREY,XL,September,2022
6/19/2023,4093,1,25,10/15/2022,4093,REM202SH33-008 SHORT MEN REEBOK L,3,45,Ali Taleb,4093,SHORT,MEN,0,25,15,GREY,L,October,2022
6/19/2023,4044,1,35,9/27/2022,4044,670911-06 PANT MEN PUMA L,5,100,Ali Taleb,4044,PANT,MEN,2,35,20,NAVY,L,September,2022
6/19/2023,4910,1,65,1/5/2023,4910,3024590-003 SHOES MEN UNDER ARMOUR 42,1,35,Go Outlet,4910,SHOES,MEN,0,65,35,BLACK,42,January,2023
6/19/2023,4103,1,28,10/15/2022,4103,SPM519C SHORT MEN SPYDER L,3,51,Ali Taleb,4103,SHORT,MEN,1,28,17,GREY,L,October,2022
6/19/2023,5042,1,22,5/6/2023,5042,3RSMS1593 T-SHIRT MEN REEBOK L,1,12.5,Go Outlet,5042,T-SHIRT,MEN,0,22,12.5,GREY,L,May,2023
6/19/2023,4495,1,22,12/11/2022,4495,RVM213LC P6-SOCKS MEN REEBOK 6'12,4,52,Ali Taleb,4495,P6-SOCKS,MEN,0,22,13,BLACK,6'12,December,2022
6/19/2023,4963,1,30,5/15/2023,4963,FQ4219 POLO MEN REEBOK XL,1,14.5,Go Outlet,4963,POLO,MEN,0,30,14.5,GREY,XL,May,2023
6/19/2023,3998,1,30,9/27/2022,3998,BUFJ JEANS MEN BUFFALO 36,22,330,Ali Taleb,3998,JEANS,MEN,2,30,15,MULTI,36,September,2022
6/19/2023,4779,1,25,3/4/2023,4779,G28723 SLIPPER MEN ADIDAS 43,1,15,Ali Taleb,4779,SLIPPER,MEN,0,25,15,BLACK,43,March,2023
6/19/2023,3722,1,57,9/17/2022,3722,G58544 SHOES MEN REEBOK 43,5,175,Ali Taleb,3722,SHOES,MEN,-1,57,35,BLACK,43,September,2022
6/19/2023,3845,1,30,9/20/2022,3845,NB2569-914 P3-BOXER MEN CALVIN KLEIN XL,1,18,Ali Taleb,3845,P3-BOXER,MEN,0,30,18,BLACK,XL,September,2022
6/19/2023,4096,1,28,10/15/2022,4096,SPM514C SHORT MEN SPYDER M,2,34,Ali Taleb,4096,SHORT,MEN,0,28,17,GREY,M,October,2022
6/19/2023,4908,1,75,1/5/2023,4908,WTNTRLK5 SHOES MEN NEW BALANCE 43,1,35,Go Outlet,4908,SHOES,MEN,0,75,35,BLACK,43,January,2023
6/19/2023,4492,1,22,12/11/2022,4492,5149312A LC P6-SOCKS MEN ADIDAS 6'12,10,130,Ali Taleb,4492,P6-SOCKS,MEN,6,22,13,BLACK,6'12,December,2022
6/19/2023,3828,1,35,9/20/2022,3828,H46046 BAG MEN REEBOK OS,5,110,Ali Taleb,3828,BAG,MEN,0,35,22,BLACK,OS,September,2022
6/19/2023,4962,1,30,5/15/2023,4962,FQ4219 POLO MEN REEBOK M,2,30,Go Outlet,4962,POLO,MEN,0,30,15,GREY,M,May,2023
6/20/2023,4951,1,38,5/15/2023,4951,HD4147 PANT MEN REEBOK L,2,44,Go Outlet,4951,PANT,MEN,0,38,22,BLACK,L,May,2023
6/20/2023,4286,1,30,11/11/2022,4286,HR3752 POLO MEN REEBOK XL,2,48,Ali Taleb,4286,POLO,MEN,0,30,24,BLUE,XL,November,2022
6/20/2023,4388,1,85,11/11/2022,4388,GY1457 SHOES MEN REEBOK 45.5,1,55,Ali Taleb,4388,SHOES,MEN,0,85,55,GREY,45.5,November,2022
6/20/2023,2735,1,22,4/29/2022,2735,WEAT133 GARO MEN GH BASS 40,1,7.5,Ali Taleb,2735,GARO,MEN,0,22,7.5,BROWN,40,April,2022
6/20/2023,4223,1,35,11/11/2022,4223,FP9169 PANT MEN REEBOK L,9,198,Ali Taleb,4223,PANT,MEN,1,35,22,GREY,L,November,2022
6/20/2023,5143,1,30,6/14/2023,5143,40M6431-340 POLO MEN CK XXL,1,16.5,Go Outlet,5143,POLO,MEN,0,30,16.5,BLUE,XXL,June,2023
6/20/2023,4958,1,30,5/15/2023,4958,FP9173 POLO MEN REEBOK XL,1,15,Go Outlet,4958,POLO,MEN,0,30,15,BLACK,XL,May,2023
6/20/2023,4385,1,85,11/11/2022,4385,GY1457 SHOES MEN REEBOK 43,1,55,Ali Taleb,4385,SHOES,MEN,0,85,55,GREY,43,November,2022
6/20/2023,4952,1,35,5/15/2023,4952,HG6729 PANT MEN REEBOK S,1,18,Go Outlet,4952,PANT,MEN,0,35,18,BLACK,S,May,2023
6/20/2023,2427,4,4,1/14/2022,2427,P1-BOXER BOXER MEN HANES S,4,4,Kougy NB,2427,BOXER,MEN,0,4,1,MULTI,S,January,2022
6/20/2023,2427,4,4,1/14/2022,2427,P1-BOXER BOXER MEN HANES S,4,4,Multi,2427,BOXER,MEN,0,4,1,MULTI,S,January,2022
6/20/2023,5108,1,17,10/6/2023,5108,CKSFBO3F-001 TSHIRT KIDS CK 10/12 M,1,9,Go Outlet,5108,TSHIRT,KIDS,0,17,9,Black,10/12 M,October,2023
6/20/2023,4066,1,60,10/15/2022,4066,SN58876-NVY SHOES MEN SKECHERS 44,6,198,Ali Taleb,4066,SHOES,MEN,0,60,33,NAVY,44,October,2022
6/20/2023,4254,1,25,11/11/2022,4254,HA6313 T-SHIRT MEN REEBOK L,2,29,Ali Taleb,4254,T-SHIRT,MEN,0,25,14.5,BLACK,L,November,2022
6/20/2023,3854,-1,25,9/20/2022,3854,P3BH P3-BOXER MEN HURLEY L,3,45,Ali Taleb,3854,P3-BOXER,MEN,0,25,15,MULTI,L,September,2022
6/20/2023,4280,1,30,11/11/2022,4280,FP9115 POLO MEN REEBOK L,4,96,Ali Taleb,4280,POLO,MEN,0,30,24,BLACK,L,November,2022
6/20/2023,975,3,3,8/4/2021,975,MIX-P1 BOXER MEN FRUIT OF THE LOOM MULTI,14,14,Ali Taleb,975,BOXER,MEN,0,3,1,MULTI,MULTI,August,2021
6/20/2023,4687,1,25,3/21/2023,4687,DD3372-068 T-SHIRT MEN 99009068 NIKE L,1,8,Ali Taleb,4687,T-SHIRT MEN,99009068,0,25,8,CAMO,L,March,2023
6/20/2023,4883,1,30,4/28/2023,4883,381704-01 SLIPPER Men PUMA 44.5,1,7,Go Outlet,4883,SLIPPER,MEN,0,30,7,BLACK,44.5,April,2023
6/20/2023,970,2,4,8/4/2021,970,MIX-P1 BOXER MEN HANES S,7,7,Ali Taleb,970,BOXER,MEN,0,4,1,MULTI,S,August,2021
6/20/2023,4905,1,28,1/5/2023,4905,588509-03 POLO MEN PUMA L,1,16,Go Outlet,4905,POLO,MEN,0,28,16,GREY,L,January,2023
6/20/2023,3998,1,30,9/27/2022,3998,BUFJ JEANS MEN BUFFALO 36,22,330,Ali Taleb,3998,JEANS,MEN,2,30,15,MULTI,36,September,2022
6/20/2023,2424,1,4,1/14/2022,2424,P1-BOXER BOXER MEN FRUIT OF THE LOOM S,4,4,Kougy NB,2424,BOXER,MEN,0,4,1,MULTI,S,January,2022
6/20/2023,2424,1,4,1/14/2022,2424,P1-BOXER BOXER MEN FRUIT OF THE LOOM S,4,4,Multi,2424,BOXER,MEN,0,4,1,MULTI,S,January,2022
6/20/2023,4275,1,28,11/11/2022,4275,HG0676 T-SHIRT MEN REEBOK XL,1,22,Ali Taleb,4275,T-SHIRT,MEN,0,28,22,NAVY,XL,November,2022
6/20/2023,4926,1,85,5/15/2023,4926,GX9912 SHOES MEN REEBOK 43,1,35,Go Outlet,4926,SHOES,MEN,0,85,35,BLACK,43,May,2023
6/20/2023,5150,1,35,6/14/2023,5150,IC4467 PANT MEN ADIDAS XL,1,16.5,Go Outlet,5150,PANT,MEN,0,35,16.5,BLACK,XL,June,2023
6/20/2023,3996,1,30,9/27/2022,3996,BUFJ JEANS MEN BUFFALO 32,14,210,Ali Taleb,3996,JEANS,MEN,2,30,15,MULTI,32,September,2022
6/20/2023,4047,1,35,9/27/2022,4047,670911-03 PANT MEN PUMA S,2,40,Ali Taleb,4047,PANT,MEN,0,35,20,GREY,S,September,2022
6/20/2023,4493,1,22,12/11/2022,4493,5149315A NS P6-SOCKS MEN ADIDAS 6'12,6,78,Ali Taleb,4493,P6-SOCKS,MEN,1,22,13,BLACK,6'12,December,2022
6/20/2023,4100,1,28,10/15/2022,4100,SPM509A SHORT MEN SPYDER L,3,51,Ali Taleb,4100,SHORT,MEN,0,28,17,BLACK,L,October,2022
6/20/2023,4945,1,30,5/15/2023,4945,HI0553 SHORT MEN REEBOK XL,1,15,Go Outlet,4945,SHORT,MEN,0,30,15,BLUE,XL,May,2023
6/20/2023,4097,1,28,10/15/2022,4097,SPM514C SHORT MEN SPYDER L,2,34,Ali Taleb,4097,SHORT,MEN,0,28,17,GREY,L,October,2022
6/20/2023,4494,1,20,12/11/2022,4494,43YR3-LC P5-SOCKS MEN SPYDER 6'12,7,77,Ali Taleb,4494,P5-SOCKS,MEN,2,20,11,BLACK,6'12,December,2022
6/21/2023,3396,1,20,7/16/2022,3396,WEATHN PANT MEN WEATHERPROOF 34,1,7,Ali Taleb,3396,PANT,MEN,0,20,7,NAVY,34,July,2022
6/21/2023,3998,1,30,9/27/2022,3998,BUFJ JEANS MEN BUFFALO 36,22,330,Ali Taleb,3998,JEANS,MEN,2,30,15,MULTI,36,September,2022
6/21/2023,4274,0,28,11/11/2022,4274,HG0676 T-SHIRT MEN REEBOK L,2,44,Ali Taleb,4274,T-SHIRT,MEN,1,28,22,NAVY,L,November,2022
6/21/2023,3997,2,30,9/27/2022,3997,BUFJ JEANS MEN BUFFALO 34,24,360,Ali Taleb,3997,JEANS,MEN,1,30,15,MULTI,34,September,2022
6/21/2023,4723,1,110,3/4/2023,4723,Y02703 PR633 T1015 Shoes Men 990010055 DIESEL 43,1,70,Ali Taleb,4723,Shoes Men,990010055,0,110,70,STAR WHITE,43,March,2023
6/21/2023,5108,-1,17,10/6/2023,5108,CKSFBO3F-001 TSHIRT KIDS CK 10/12 M,1,9,Go Outlet,5108,TSHIRT,KIDS,0,17,9,Black,10/12 M,October,2023
6/21/2023,5268,1,22,6/16/2023,5268,DB5697-290 T-SHIRT WOMEN NIKE S,1,5,Go Outlet,5268,T-SHIRT,WOMEN,0,22,5,BIEGE,S,June,2023
6/21/2023,5250,1,22,6/14/2023,5250,1423671-B PANT MEN EDDIE BAUER 36,1,10,Go Outlet,5250,PANT,MEN,0,22,10,BLACK,36,June,2023
6/21/2023,4393,1,85,11/11/2022,4393,GY9566 SHOES MEN REEBOK 43,1,53,Ali Taleb,4393,SHOES,MEN,1,85,53,OLIVE,43,November,2022
6/21/2023,4056,1,60,10/15/2022,4056,SN58876-BLK SHOES MEN SKECHERS 42.5,3,99,Ali Taleb,4056,SHOES,MEN,1,60,33,BLACK,42.5,October,2022
6/21/2023,4062,1,60,10/15/2022,4062,SN58876-NVY SHOES MEN SKECHERS 41,4,132,Ali Taleb,4062,SHOES,MEN,0,60,33,NAVY,41,October,2022
6/21/2023,3760,1,60,9/17/2022,3760,SN56290-B SHOES MEN SKECHERS 44,5,165,Ali Taleb,3760,SHOES,MEN,0,60,33,BLACK,44,September,2022
6/21/2023,3998,2,30,9/27/2022,3998,BUFJ JEANS MEN BUFFALO 36,22,330,Ali Taleb,3998,JEANS,MEN,2,30,15,MULTI,36,September,2022
6/21/2023,4903,1,35,1/5/2023,4903,588509-06 POLO MEN PUMA L,1,24,Go Outlet,4903,POLO,MEN,0,35,24,NAVY,L,January,2023
6/21/2023,4070,1,57,10/15/2022,4070,G58544 SHOES MEN REEBOK 43,4,132,Ali Taleb,4070,SHOES,MEN,2,57,33,BLACK,43,October,2022
6/21/2023,2173,1,22,12/30/2021,2173,FM4009-696 SHORT MEN COLUMBIA L,1,9,Ali Taleb,2173,SHORT,MEN,0,22,9,RED,L,December,2021
6/21/2023,4979,1,25,5/15/2023,4979,HM5342 T-SHIRT MEN REEBOK XL,1,14,Go Outlet,4979,T-SHIRT,MEN,0,25,14,GREEN,XL,May,2023
6/21/2023,4066,1,60,10/15/2022,4066,SN58876-NVY SHOES MEN SKECHERS 44,6,198,Ali Taleb,4066,SHOES,MEN,0,60,33,NAVY,44,October,2022
6/21/2023,5332,1,15,6/24/2023,5332,PUMABR BRA WOMEN PUMA XS,3,9,Go Outlet,5332,BRA,WOMEN,2,15,3,MULTI,XS,June,2023
6/22/2023,4257,1,25,11/11/2022,4257,HD4220 T-SHIRT MEN REEBOK L,3,43.5,Ali Taleb,4257,T-SHIRT,MEN,0,25,14.5,NAVY,L,November,2022
6/22/2023,4805,1,13,6/4/2023,4805,DH6558-100 T-SHIRT KIDS 99009360 NIKE L,1,7,Ali Taleb,4805,T-SHIRT KIDS,99009360,0,13,7,WHITE,L,June,2023
6/23/2023,5169,1,30,6/14/2023,5169,1624865-J JEANS MEN LUCKY BRANDS 34,1,10,Go Outlet,5169,JEANS,MEN,0,30,10,BLUE,34,June,2023
6/23/2023,5249,1,22,6/14/2023,5249,1423671-B PANT MEN EDDIE BAUER 32,1,10,Go Outlet,5249,PANT,MEN,0,22,10,BLACK,32,June,2023
6/23/2023,2887,1,15,5/5/2022,2887,1412151-T SHORT MEN VOYGER 36,2,15,Ali Taleb,2887,SHORT,MEN,0,15,7.5,BIEGE,36,May,2022
6/23/2023,3674,1,25,1/8/2022,3674,HI6295 T-SHIRT MEN REEBOK XXL,1,15,Ali Taleb,3674,T-SHIRT,MEN,0,25,15,BLUE,XXL,January,2022
6/23/2023,4446,1,68,11/11/2022,4446,H68930 SHOES MEN REEBOK 42.5,1,43,Ali Taleb,4446,SHOES,MEN,0,68,43,BLACK,42.5,November,2022
6/23/2023,3996,1,30,9/27/2022,3996,BUFJ JEANS MEN BUFFALO 32,14,210,Ali Taleb,3996,JEANS,MEN,2,30,15,MULTI,32,September,2022
6/23/2023,5168,1,30,6/14/2023,5168,1624865-B JEANS MEN LUCKY BRANDS 34,1,10,Go Outlet,5168,JEANS,MEN,0,30,10,BLACK,34,June,2023
6/23/2023,5153,1,35,6/14/2023,5153,670911-01 PANT MEN PUMA L,1,16.5,Go Outlet,5153,PANT,MEN,0,35,16.5,BLACK,L,June,2023
6/23/2023,4957,1,30,5/15/2023,4957,FP9173 POLO MEN REEBOK L,2,48,Go Outlet,4957,POLO,MEN,0,30,24,BLACK,L,May,2023
