Date,Item Code,Sales Qty,Price in USD,Purchase Date,ItemCode,Item Description,Purchase Qty,Purchase Amount,Supplier,Code,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size,month_name,year
8/28/2021,579,1,49.99,10/2/2021,579,CN6807 SHOES MEN REEBOK 40.5,2,74,Ali Taleb,579,SHOES,MEN,0,60,37,GREY,40.5,October,2021
8/28/2021,1092,1,19.24,4/24/2021,1092,AJ9649-063 T-SHIRT MEN NIKE M,2,14,Ali Taleb,1092,T-SHIRT,MEN,0,22,7,GREY,M,April,2021
8/28/2021,692,1,3.94,8/4/2021,692,040051659-P1 BOXER MEN GOODFELLOW L,2,4,Ali Taleb,692,BOXER,MEN,0,5,2,MULTI,L,August,2021
8/28/2021,1090,1,19.24,4/24/2021,1090,C17493-063 T-SHIRT MEN NIKE L,1,7,Ali Taleb,1090,T-SHIRT,MEN,0,22,7,GREY,L,April,2021
8/30/2021,924,1,10.06,8/4/2021,924,43132185 POLO T-SHIRT MEN GOODFELLOW L,1,6,Ali Taleb,924,POLO T-SHIRT,MEN,0,20,6,RED,L,August,2021
8/30/2021,1088,1,18.1,4/24/2021,1088,AM0126-019 T-SHIRT MEN COLUMBIA XXL,1,9,Ali Taleb,1088,T-SHIRT,MEN,0,28,9,GREY,XXL,April,2021
8/30/2021,797,1,20.11,8/4/2021,797,563209 SPORT PANT MEN ALL IN MOTION S,1,6,Ali Taleb,797,SPORT PANT,MEN,0,25,6,BLACK,S,August,2021
8/30/2021,925,1,10.06,8/4/2021,925,43132190 POLO T-SHIRT MEN GOODFELLOW L,1,6,Ali Taleb,925,POLO T-SHIRT,MEN,0,20,6,WHITE,L,August,2021
8/30/2021,1596,1,15.08,6/8/2021,1596,1466431 POLO MEN BOLLE L,1,12,Ali Taleb,1596,POLO,MEN,0,20,12,GREY,L,June,2021
8/31/2021,781,1,17.14,8/4/2021,781,546302 COTTON PANT MEN GOODFELLOW 34,1,7,Ali Taleb,781,COTTON PANT,MEN,0,20,7,RED,34,August,2021
8/31/2021,1601,1,21.42,6/8/2021,1601,GN1534 T-SHIRT MEN ADIDAS S,1,14,Ali Taleb,1601,T-SHIRT,MEN,0,25,14,GREY,S,June,2021
8/31/2021,1606,1,21.42,6/8/2021,1606,1272983 JEANS MEN IZOD 32,1,16,Ali Taleb,1606,JEANS,MEN,0,25,16,DARK BLUE,32,June,2021
8/31/2021,1436,1,10.52,11/6/2021,1436,CB9V6013 SHORTS MEN CALVIN KLEIN M,1,11,Ali Taleb,1436,SHORTS,MEN,0,20,11,ORANGE,M,November,2021
9/3/2021,1125,1,12.33,4/24/2021,1125,GT23HY06794045 T-SHIRT MEN CHAMPION M,1,6,Ali Taleb,1125,T-SHIRT,MEN,0,18,6,WHITE,M,April,2021
9/3/2021,1040,1,2.72,8/4/2021,1040,MIX-P1 TANKS MEN HANES MULTI,1,1,Ali Taleb,1040,TANKS,MEN,0,3,1,MULTI,MULTI,August,2021
9/3/2021,718,1,19.97,8/4/2021,718,040030217-P4 BOXER MEN FRUIT OF THE LOOM M,1,8,Ali Taleb,718,BOXER,MEN,0,22,8,MULTI,M,August,2021
9/3/2021,1169,1,16.63,4/24/2021,1169,CHA3997 T-SHIRT MEN CHASOR XL,2,12,Ali Taleb,1169,T-SHIRT,MEN,0,18,6,BLACK,XL,April,2021
9/3/2021,1250,1,23.98,4/24/2021,1250,BP5464 PANTS MEN ADIDAS M,1,10,Ali Taleb,1250,PANTS,MEN,0,35,10,BLUE,M,April,2021
9/3/2021,698,1,13.61,8/4/2021,698,00630-100275-P2 BOXER MEN PAIR OF THEIVES S,6,30,Ali Taleb,698,BOXER,MEN,0,3,5,MULTI,S,August,2021
9/3/2021,1568,1,62.24,6/8/2021,1568,FX1697 SHOES MEN REEBOK 42,1,38,Ali Taleb,1568,SHOES,MEN,0,60,38,BLACK,42,June,2021
9/3/2021,1193,1,15.59,4/24/2021,1193,FM1107-436 SHORTS MEN COLUMBIA M,2,14,Ali Taleb,1193,SHORTS,MEN,0,20,7,BLUE + WHITE,M,April,2021
9/4/2021,1466,1,41.65,6/18/2021,1466,374513-04 shoes MEN PUMA 42.5,6,156,Ali Taleb,1466,SHOES,MEN,0,40,26,BLACK,42.5,June,2021
9/4/2021,1561,1,54.19,6/8/2021,1561,FX1698 SHOES MEN REEBOK 41,1,38,Ali Taleb,1561,SHOES,MEN,0,60,38,BLUE,41,June,2021
9/4/2021,1340,1,31.24,3/5/2021,1340,92758701-001 BAG ACC PUMA M,1,25,Ali Taleb,1340,BAG,ACC,0,40,25,BLACK,M,March,2021
9/6/2021,1466,-1,-42.87,6/18/2021,1466,374513-04 shoes MEN PUMA 42.5,6,156,Ali Taleb,1466,SHOES,MEN,0,40,26,BLACK,42.5,June,2021
9/6/2021,1117,1,5.36,4/24/2021,1117,DP2703 T-SHIRT MEN ADIDAS XXL,1,7,Ali Taleb,1117,T-SHIRT,MEN,0,20,7,LIGHT GREEN,XXL,April,2021
9/6/2021,575,1,58.95,10/2/2021,575,FX0155 SHOES MEN REEBOK 42,1,37,Ali Taleb,575,SHOES,MEN,0,60,37,WHITE,42,October,2021
9/6/2021,1570,1,58.31,6/8/2021,1570,FX1697 SHOES MEN REEBOK 44,1,38,Ali Taleb,1570,SHOES,MEN,0,60,38,BLACK,44,June,2021
9/6/2021,844,1,15.38,8/4/2021,844,564601 SHIRT MEN GOODFELLOW M,1,6,Ali Taleb,844,SHIRT,MEN,0,18,6,BLACK,M,August,2021
9/6/2021,856,1,15.38,8/4/2021,856,565701 SHIRT MEN GOODFELLOW S,1,6,Ali Taleb,856,SHIRT,MEN,0,18,6,WHITE,S,August,2021
9/6/2021,1407,1,17.09,5/26/2021,1407,M574URDF SHIRT MEN RVCA S,1,7,Ali Taleb,1407,SHIRT,MEN,0,20,7,FLORAL,S,May,2021
9/7/2021,599,1,20.69,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
9/7/2021,1459,1,14.96,6/18/2021,1459,I10JN64D JEANS MEN IZOD 30,1,15,Ali Taleb,1459,JEANS,MEN,0,22,15,LIGHT BLUE,30,June,2021
9/7/2021,1031,1,18.01,8/4/2021,1031,2135C9-P9 TAGLESS T-SHIRT MEN HANES M,1,9,Ali Taleb,1031,TAGLESS T-SHIRT,MEN,0,22,9,WHITE,M,August,2021
9/7/2021,1075,1,18.01,4/24/2021,1075,AJ8023-433 T-SHIRT MEN NIKE M,1,8,Ali Taleb,1075,T-SHIRT,MEN,0,22,7,BLUE,M,April,2021
9/7/2021,601,-1,-36.03,10/2/2021,601,BAG PUMA BAG acc PUMA M,3,78,Ali Taleb,601,BAG,ACC,0,58,26,BLACK,M,October,2021
9/7/2021,601,1,36.02,10/2/2021,601,BAG PUMA BAG acc PUMA M,3,78,Ali Taleb,601,BAG,ACC,0,58,26,BLACK,M,October,2021
9/7/2021,601,1,34.36,10/2/2021,601,BAG PUMA BAG acc PUMA M,3,78,Ali Taleb,601,BAG,ACC,0,58,26,BLACK,M,October,2021
9/9/2021,1247,1,25.19,4/24/2021,1247,XM0412-464 PANTS MEN COLUMBIA 32,1,10,Ali Taleb,1247,PANTS,MEN,0,35,10,BLACK,32,April,2021
9/9/2021,536,1,45.8,10/2/2021,536,FX7946 SHOES WOMEN REEBOK 38,2,68,Ali Taleb,536,SHOES,WOMEN,0,50,34,NAVY,38,October,2021
9/9/2021,769,1,16.52,8/4/2021,769,564051 JEANS PANT MEN GOODFELLOW 32,1,7,Ali Taleb,769,JEANS PANT,MEN,0,20,7,BAIGE,32,August,2021
9/9/2021,1496,2,8.26,6/18/2021,1496,MIXBELT BELT MEN KIRKLAND MIX,8,8,Ali Taleb,1496,BELT,MEN,0,5,1,MIX,MIX,June,2021
9/9/2021,654,2,4.96,8/4/2021,654,40102199P1 SOCKS-DRESS MEN GOODFELLOW 6-12,82,164,Ali Taleb,654,SOCKS-DRESS,MEN,7,3,2,MULTI,12-Jun,August,2021
9/9/2021,1574,1,54.96,6/8/2021,1574,FX1344 SHOES MEN REEBOK 41,1,38,Ali Taleb,1574,SHOES,MEN,0,60,38,GREY,41,June,2021
9/9/2021,681,1,12.39,8/4/2021,681,040051233-P3 BOXER MEN GOODFELLOW M,8,56,Ali Taleb,681,BOXER,MEN,0,15,7,MULTI,M,August,2021
9/9/2021,657,1,7.43,8/4/2021,657,40100556P3 SOCKS-DRESS MEN GOODFELLOW 6-12,4,24,Ali Taleb,657,SOCKS-DRESS,MEN,0,10,6,NAVY,12-Jun,August,2021
9/9/2021,599,1,18.27,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
9/9/2021,599,1,16.97,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
9/10/2021,560,1,63.6,10/2/2021,560,FX0154 SHOES MEN REEBOK 45,2,74,Ali Taleb,560,SHOES,MEN,0,60,37,NAVY,45,October,2021
9/10/2021,1404,1,40.2,5/26/2021,1404,CPS10252M SHOES MEN CHAMPION 45,2,44,Ali Taleb,1404,SHOES,MEN,0,38,22,WHITE,45,May,2021
9/11/2021,1590,1,59.82,6/8/2021,1590,368892-02 SHOES WOMEN PUMA 38,2,64,Ali Taleb,1590,SHOES,WOMEN,0,45,32,BLACK,38,June,2021
9/13/2021,1288,1,15.35,3/5/2021,1288,93019177 SHOES KIDS CAT AND JACK 23,1,10,Ali Taleb,1288,SHOES,KIDS,0,17,10,PINK,23,March,2021
9/13/2021,1284,1,9.94,3/5/2021,1284,F16769044 SHOES KIDS CAT AND JACK 22,1,10,Ali Taleb,1284,SHOES,KIDS,0,11,10,NAVY AND STARS,22,March,2021
9/13/2021,1467,1,43.22,6/18/2021,1467,374513-04 shoes MEN PUMA 43,12,312,Ali Taleb,1467,SHOES,MEN,0,40,26,BLACK,43,June,2021
9/14/2021,1275,1,6.42,3/5/2021,1275,1091100 SHOES KIDS LEVI'S 36,6,24,Ali Taleb,1275,SHOES,KIDS,0,7,4,BLACK,36,March,2021
9/14/2021,828,1,16.51,8/4/2021,828,558295 SHIRT MEN GOODFELLOW S,1,6,Ali Taleb,828,SHIRT,MEN,0,18,6,BLUE FLOWER,S,August,2021
9/14/2021,854,1,16.51,8/4/2021,854,564601 SHIRT MEN GOODFELLOW S,2,12,Ali Taleb,854,SHIRT,MEN,0,18,6,BLUE,S,August,2021
9/15/2021,1351,1,37.57,6/5/2021,1351,DH9318 PANTS MEN ADIDAS S,1,10,Ali Taleb,1351,PANTS,MEN,0,35,10,BLACK,S,June,2021
9/15/2021,1177,1,18.13,4/24/2021,1177,AQ0463-056 TANK MEN NIKE XL,1,8,Ali Taleb,1177,TANK,MEN,0,18,8,GREY,XL,April,2021
9/16/2021,657,1,11.79,8/4/2021,657,40100556P3 SOCKS-DRESS MEN GOODFELLOW 6-12,4,24,Ali Taleb,657,SOCKS-DRESS,MEN,0,10,6,NAVY,12-Jun,August,2021
9/16/2021,1592,1,47.52,6/8/2021,1592,368892-02 SHOES WOMEN PUMA 39,2,64,Ali Taleb,1592,SHOES,WOMEN,0,45,32,BLACK,39,June,2021
9/16/2021,1445,1,11.79,6/18/2021,1445,927071-04 SOCKS MEN PUMA 09 11,9,45,Ali Taleb,1445,SOCKS,MEN,0,10,5,MIX,09 11,June,2021
9/16/2021,984,1,11.79,8/4/2021,984,9CFCW3 CREWS MEN HANES M,1,3,Ali Taleb,984,CREWS,MEN,0,10,3,WHITE,M,August,2021
9/17/2021,1277,1,11.05,3/5/2021,1277,1091100 SHOES KIDS LEVI'S 31,4,16,Ali Taleb,1277,SHOES,KIDS,0,10,4,BLACK,31,March,2021
9/17/2021,1613,1,17.62,6/8/2021,1613,RN8988 SOCKS MEN SPIDER -,6,72,Ali Taleb,1613,SOCKS,MEN,2,15,12,BLACK,-,June,2021
9/17/2021,1367,1,66.32,6/5/2021,1367,NFOA2VD3KX7 JACKET MEN NORTH FACE S,1,25,Ali Taleb,1367,JACKET,MEN,0,60,18,BLACK,S,June,2021
9/17/2021,559,1,58.74,10/2/2021,559,FX0154 SHOES MEN REEBOK 44.5,5,185,Ali Taleb,559,SHOES,MEN,0,60,37,NAVY,44.5,October,2021
9/17/2021,599,1,21.54,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
9/17/2021,1313,1,22.11,3/5/2021,1313,SN32719-BLK SHOES WOMEN BOBS 36.5,1,15,Ali Taleb,1313,SHOES,WOMEN,0,25,15,BLACK,36.5,March,2021
9/17/2021,1445,1,10.05,6/18/2021,1445,927071-04 SOCKS MEN PUMA 09 11,9,45,Ali Taleb,1445,SOCKS,MEN,0,10,5,MIX,09 11,June,2021
9/17/2021,1433,1,22.11,11/6/2021,1433,none HOODIE MEN CHAMPION S,1,13,Ali Taleb,1433,HOODIE,MEN,0,28,13,NAVY,S,November,2021
9/18/2021,975,1,2.98,8/4/2021,975,MIX-P1 BOXER MEN FRUIT OF THE LOOM MULTI,14,14,Ali Taleb,975,BOXER,MEN,0,3,1,MULTI,MULTI,August,2021
9/20/2021,1607,1,28.55,6/8/2021,1607,RN140976 JEANS MEN IZOD 34,1,16,Ali Taleb,1607,JEANS,MEN,0,25,16,BLUE,34,June,2021
9/20/2021,873,1,17.13,8/4/2021,873,43141474 SWEATSHIRT MEN GOODFELLOW L,1,5,Ali Taleb,873,SWEATSHIRT,MEN,0,18,5,RED,L,August,2021
9/20/2021,782,1,17.13,8/4/2021,782,546302 COTTON PANT MEN GOODFELLOW 36,1,7,Ali Taleb,782,COTTON PANT,MEN,0,20,7,GREY,36,August,2021
9/20/2021,599,1,22.84,10/2/2021,599,SOCKS-PUMA SOCKS MEN PUMA 6 12,35,420,Ali Taleb,599,SOCKS,MEN,0,22,12,BLACK\WHITE,6 12,October,2021
9/20/2021,657,1,5.71,8/4/2021,657,40100556P3 SOCKS-DRESS MEN GOODFELLOW 6-12,4,24,Ali Taleb,657,SOCKS-DRESS,MEN,0,10,6,NAVY,12-Jun,August,2021
9/20/2021,1458,1,22.84,6/18/2021,1458,127984 JEANS MEN IZOD 38,1,15,Ali Taleb,1458,JEANS,MEN,0,22,15,DARK BLUE,38,June,2021
9/21/2021,1580,1,65.25,6/8/2021,1580,FX1344 SHOES MEN REEBOK 47,1,38,Ali Taleb,1580,SHOES,MEN,0,60,38,GREY,47,June,2021
9/21/2021,1446,1,19.77,6/18/2021,1446,1139144 JEANS MEN GH-BASS 34,1,15,Ali Taleb,1446,JEANS,MEN,0,22,15,OLIVE GREEN,34,June,2021
9/23/2021,684,1,15.3,8/4/2021,684,CSS4BBC-P4 BOXER MEN FRUIT OF THE LOOM L,2,16,Ali Taleb,684,BOXER,MEN,0,22,8,MULTI,L,August,2021
9/24/2021,928,1,15.17,8/4/2021,928,41027669 T-SHIRT MEN ALL IN MOTION S,1,5,Ali Taleb,928,T-SHIRT,MEN,0,18,5,GREEN,S,August,2021
9/24/2021,819,1,15.17,8/4/2021,819,563737 SHORT MEN ALL IN MOTION L,1,6,Ali Taleb,819,SHORT,MEN,0,18,6,BLACK,L,August,2021
9/24/2021,1102,1,18.54,4/24/2021,1102,AV4176-508 T-SHIRT MEN NIKE L,1,7,Ali Taleb,1102,T-SHIRT,MEN,0,22,7,LIGHT PURPLE,L,April,2021
9/24/2021,1582,1,50.57,6/8/2021,1582,FX1700 SHOES MEN REEBOK 42,1,38,Ali Taleb,1582,SHOES,MEN,0,60,38,LIGHT GREY,42,June,2021
9/24/2021,1466,1,41.63,6/18/2021,1466,374513-04 shoes MEN PUMA 42.5,6,156,Ali Taleb,1466,SHOES,MEN,0,40,26,BLACK,42.5,June,2021
9/24/2021,1234,1,21.07,4/24/2021,1234,1328706-012 SHORTS MEN UNDERARMOUR L,1,7,Ali Taleb,1234,SHORTS,MEN,0,25,7,GREY,L,April,2021
9/24/2021,927,1,15.17,8/4/2021,927,41027579 T-SHIRT MEN ALL IN MOTION S,1,5,Ali Taleb,927,T-SHIRT,MEN,0,18,5,ORANGE,S,August,2021
9/24/2021,580,1,50.57,10/2/2021,580,CN6807 SHOES MEN REEBOK 41,1,37,Ali Taleb,580,SHOES,MEN,0,60,37,GREY,41,October,2021
9/24/2021,1361,1,34.69,6/5/2021,1361,1322031-331 HOODIE MEN UNDER ARMOUR S,1,12,Ali Taleb,1361,HOODIE,MEN,0,35,12,CAMOFLAGE,S,June,2021
9/25/2021,1589,1,45.69,6/8/2021,1589,368892-02 SHOES WOMEN PUMA 37.5,2,64,Ali Taleb,1589,SHOES,WOMEN,0,45,32,BLACK,37.5,June,2021
9/25/2021,952,1,13.93,8/4/2021,952,43132457 T-SHIRT MEN GOODFELLOW L,1,5,Ali Taleb,952,T-SHIRT,MEN,0,18,5,GREY,L,August,2021
9/25/2021,1602,1,19.34,6/8/2021,1602,GN1534 T-SHIRT MEN ADIDAS M,2,28,Ali Taleb,1602,T-SHIRT,MEN,0,25,14,GREY,M,June,2021
9/25/2021,1595,1,13.93,6/8/2021,1595,TM1SC-B SHORTS MEN 32 DEGREES L,4,36,Ali Taleb,1595,SHORTS,MEN,0,18,9,BLACK,L,June,2021
9/25/2021,1109,1,17.02,4/24/2021,1109,BV8250-010 T-SHIRT MEN NIKE S,1,7,Ali Taleb,1109,T-SHIRT,MEN,0,22,7,BLACK,S,April,2021
9/25/2021,1112,1,17.02,4/24/2021,1112,BV8250-063 T-SHIRT MEN NIKE S,1,7,Ali Taleb,1112,T-SHIRT,MEN,0,22,7,GREY,S,April,2021
9/27/2021,1363,1,55.65,6/5/2021,1363,RM3081-010 JACKET MEN COLUMBIA M,1,25,Ali Taleb,1363,JACKET,MEN,0,55,18,BLACK,M,June,2021
9/27/2021,895,1,25.29,8/4/2021,895,43150485 HOODIE MEN GOODFELLOW L,1,6,Ali Taleb,895,HOODIE,MEN,0,25,6,GREY,L,August,2021
9/28/2021,759,1,20.17,8/4/2021,759,564051 JEANS PANT MEN GOODFELLOW 38,1,7,Ali Taleb,759,JEANS PANT,MEN,0,20,7,BAIGE,38,August,2021
9/29/2021,1610,1,20.02,6/8/2021,1610,1257497 JEANS MEN BUFFALO 34,1,16,Ali Taleb,1610,JEANS,MEN,0,25,16,BLUE,34,June,2021
9/29/2021,812,1,14.72,8/4/2021,812,563836 SHORT MEN ALL IN MOTION M,1,6,Ali Taleb,812,SHORT,MEN,0,18,6,BLUE GREY,M,August,2021
9/29/2021,1350,1,30.03,6/5/2021,1350,XM0860-030 PANTS MEN COLUMBIA XXL,1,10,Ali Taleb,1350,PANTS,MEN,0,30,10,GREY,XXL,June,2021
9/29/2021,1170,1,8.83,4/24/2021,1170,CHA3997 T-SHIRT MEN CHASOR XXL,2,12,Ali Taleb,1170,T-SHIRT,MEN,0,18,6,BLACK,XXL,April,2021
9/29/2021,838,1,5.89,8/4/2021,838,564601 SHIRT MEN GOODFELLOW XL,1,6,Ali Taleb,838,SHIRT,MEN,0,18,6,NAVY,XL,August,2021
9/30/2021,1223,1,21.07,4/24/2021,1223,842267-481 SHORTS MEN NIKE M,1,7,Ali Taleb,1223,SHORTS,MEN,0,25,7,BLUE,M,April,2021
9/30/2021,1432,1,23.6,11/6/2021,1432,S0889-806 HOODIE MEN CHAMPION M,1,13,Ali Taleb,1432,HOODIE,MEN,0,28,13,GRE,M,November,2021
10/1/2021,1365,1,54.61,6/5/2021,1365,RM2433-039 JACKET MEN COLUMBIA M,1,25,Ali Taleb,1365,JACKET,MEN,0,55,18,YELLOW,M,June,2021
10/1/2021,1589,1,40.01,6/8/2021,1589,368892-02 SHOES WOMEN PUMA 37.5,2,64,Ali Taleb,1589,SHOES,WOMEN,0,45,32,BLACK,37.5,June,2021
10/1/2021,1366,1,55.13,6/5/2021,1366,BV4492-451 JACKET MEN NIKE XL,1,25,Ali Taleb,1366,JACKET,MEN,0,55,18,BLUE,XL,June,2021
10/1/2021,1342,1,30.6,6/5/2021,1342,CD3129-063 PANTS MEN NIKE M,1,10,Ali Taleb,1342,PANTS,MEN,0,35,10,GREY,M,June,2021
10/1/2021,1360,1,34.37,6/5/2021,1360,1320736-646 HOODIE MEN UNDER ARMOUR XL,1,12,Ali Taleb,1360,HOODIE,MEN,0,35,12,ORANGE,XL,June,2021
10/1/2021,1489,1,16.73,6/18/2021,1489,1399430G SANDAL KIDS KHOMBU 38,1,10,Ali Taleb,1489,SANDAL,KIDS,0,15,10,GREY,38,June,2021
10/2/2021,557,1,54.94,10/2/2021,557,FX0154 SHOES MEN REEBOK 43,4,148,Ali Taleb,557,SHOES,MEN,0,60,37,NAVY,43,October,2021
10/2/2021,972,5,14.98,8/4/2021,972,MIX-P1 BOXER MEN HANES M,2,2,Ali Taleb,972,BOXER,MEN,0,3,1,MULTI,M,August,2021
10/2/2021,1248,1,29.97,4/24/2021,1248,XM0860-030 PANTS MEN COLUMBIA M,1,10,Ali Taleb,1248,PANTS,MEN,0,30,10,GREY,M,April,2021
10/2/2021,888,1,19.98,8/4/2021,888,41032094 HOODIE MEN ALL IN MOTION M,1,6,Ali Taleb,888,HOODIE,MEN,0,25,6,BAIGE,M,August,2021
10/2/2021,807,1,24.44,8/4/2021,807,41031882 SPORT PANT MEN ALL IN MOTION XL,1,6,Ali Taleb,807,SPORT PANT,MEN,0,25,6,GREY,XL,August,2021
10/2/2021,791,1,18.03,8/4/2021,791,9TRGCMN JEANS PANT MEN WRANGLER 33,1,7,Ali Taleb,791,JEANS PANT,MEN,0,20,7,BLUE,33,August,2021
10/2/2021,1603,1,24.44,6/8/2021,1603,GN1534 T-SHIRT MEN ADIDAS XL,2,28,Ali Taleb,1603,T-SHIRT,MEN,0,25,14,GREY,XL,June,2021
10/2/2021,1357,1,24.44,6/5/2021,1357,GF89H0OC HOODIE MEN CHAMPION XL,1,12,Ali Taleb,1357,HOODIE,MEN,0,25,12,GREY,XL,June,2021
10/5/2021,1571,1,59.66,6/8/2021,1571,FX1697 SHOES MEN REEBOK 44.5,1,38,Ali Taleb,1571,SHOES,MEN,0,60,38,BLACK,44.5,June,2021
10/5/2021,1364,1,54.55,6/5/2021,1364,RM2433-039 JACKET MEN COLUMBIA M,1,25,Ali Taleb,1364,JACKET,MEN,0,55,18,GREY,M,June,2021
10/6/2021,894,1,24.32,8/4/2021,894,43150425 HOODIE MEN GOODFELLOW L,1,6,Ali Taleb,894,HOODIE,MEN,0,25,6,RED - GREY,L,August,2021
10/6/2021,794,1,24.32,8/4/2021,794,568326 SPORT PANT MEN ALL IN MOTION L,1,6,Ali Taleb,794,SPORT PANT,MEN,0,25,6,BLACK,L,August,2021
10/6/2021,1467,1,39.75,6/18/2021,1467,374513-04 shoes MEN PUMA 43,12,312,Ali Taleb,1467,SHOES,MEN,0,40,26,BLACK,43,June,2021
10/7/2021,1434,1,24.69,11/6/2021,1434,T3822-BKC SHIRT MEN CHAMPION M,1,13,Ali Taleb,1434,SHIRT,MEN,0,28,13,BLACK,M,November,2021
10/7/2021,795,1,22.05,8/4/2021,795,567060 SPORT PANT MEN ALL IN MOTION M,1,6,Ali Taleb,795,SPORT PANT,MEN,0,25,6,BLACK,M,August,2021
10/7/2021,935,1,10.68,8/4/2021,935,43131409 T-SHIRT MEN GOODFELLOW XXL,1,5,Ali Taleb,935,T-SHIRT,MEN,0,18,5,GREY,XXL,August,2021
10/8/2021,1445,1,9.91,6/18/2021,1445,927071-04 SOCKS MEN PUMA 09 11,9,45,Ali Taleb,1445,SOCKS,MEN,0,10,5,MIX,09 11,June,2021
10/9/2021,646,1,15.25,6/4/2021,646,90563786206 SPORT T-SHIRT MEN CHAMPION L,1,7,Ali Taleb,646,SPORT T-SHIRT,MEN,0,18,7,GREY,L,June,2021
10/9/2021,520,1,39.38,10/2/2021,520,FV4475 SHOES MEN REEBOK 43,1,37,Ali Taleb,520,SHOES,MEN,0,60,37,WHITE,43,October,2021
10/9/2021,1248,1,25.41,4/24/2021,1248,XM0860-030 PANTS MEN COLUMBIA M,1,10,Ali Taleb,1248,PANTS,MEN,0,30,10,GREY,M,April,2021
10/9/2021,1379,1,59.29,6/5/2021,1379,NF0A3MMSLP9 JACKET MEN NORTH FACE L,1,25,Ali Taleb,1379,JACKET,MEN,0,70,18,GREY,L,June,2021
10/9/2021,1362,1,21.17,6/5/2021,1362,M602WRLM HOODIE MEN RVCA L,1,12,Ali Taleb,1362,HOODIE,MEN,0,25,12,RED,L,June,2021
10/11/2021,1620,1,23.59,6/8/2021,1620,1348354-G SHIRT MEN BOLLE L,1,13,Ali Taleb,1620,SHIRT,MEN,0,25,13,GREY+WHITE,L,June,2021
10/11/2021,1371,1,62.49,6/5/2021,1371,WM6044-055 JACKET MEN COLUMBIA XL,1,25,Ali Taleb,1371,JACKET,MEN,0,70,18,GREY,XL,June,2021
10/11/2021,1376,1,62.49,6/5/2021,1376,WM6044-013 JACKET MEN COLUMBIA XL,1,25,Ali Taleb,1376,JACKET,MEN,0,70,18,BLACK,XL,June,2021
10/11/2021,1624,1,23.59,6/8/2021,1624,1464051-G SHIRT MEN WEATEHERPROOF XL,1,13,Ali Taleb,1624,SHIRT,MEN,0,25,13,GREY,XL,June,2021
10/11/2021,1625,1,23.59,6/8/2021,1625,1464051-B SHIRT MEN WEATEHERPROOF XL,2,26,Ali Taleb,1625,SHIRT,MEN,0,25,13,BLACK,XL,June,2021
10/11/2021,1073,1,19.64,4/24/2021,1073,AJ8023-833 T-SHIRT MEN NIKE L,2,16,Ali Taleb,1073,T-SHIRT,MEN,0,22,7,ORANGE,L,April,2021
10/11/2021,1597,1,17.86,6/8/2021,1597,1466431 POLO MEN BOLLE XL,1,12,Ali Taleb,1597,POLO,MEN,0,20,12,GREY,XL,June,2021
10/12/2021,886,1,20.39,8/4/2021,886,43141191 HOODIE MEN GOODFELLOW L,1,6,Ali Taleb,886,HOODIE,MEN,0,25,6,NAVY,L,August,2021
10/12/2021,1151,1,14.68,4/24/2021,1151,A5721909 T-SHIRT MEN VOLCOM L,1,7,Ali Taleb,1151,T-SHIRT,MEN,0,18,7,GREY,L,April,2021
10/12/2021,1137,1,17.94,4/24/2021,1137,1253534-001 T-SHIRT MEN UNDERARMOUR XL,1,7,Ali Taleb,1137,T-SHIRT,MEN,0,22,7,BLACK,XL,April,2021
10/12/2021,1060,2,4.89,8/4/2021,1060,MIX-P1 T-SHIRT MEN HANES MULTI,12,12,Ali Taleb,1060,T-SHIRT,MEN,0,3,1,WHITE,MULTI,August,2021
10/13/2021,687,1,8.07,8/4/2021,687,CFFBP3-P3 BOXER MEN HANES L,3,21,Ali Taleb,687,BOXER,MEN,0,15,7,MULTI,L,August,2021
10/13/2021,1590,1,45.17,6/8/2021,1590,368892-02 SHOES WOMEN PUMA 38,2,64,Ali Taleb,1590,SHOES,WOMEN,0,45,32,BLACK,38,June,2021
10/14/2021,687,1,12.03,8/4/2021,687,CFFBP3-P3 BOXER MEN HANES L,3,21,Ali Taleb,687,BOXER,MEN,0,15,7,MULTI,L,August,2021
10/15/2021,1616,1,22.64,6/8/2021,1616,1464658 HOODIE MEN FILA XL,1,13,Ali Taleb,1616,HOODIE,MEN,0,22,13,GREY,XL,June,2021
10/15/2021,1045,1,1.87,8/4/2021,1045,MIX-P1 TANKS MEN PAIR OF THEIVES M,1,1,Ali Taleb,1045,TANKS,MEN,0,3,1,BLACK,M,August,2021
