Ref#,Date,Time,Item Code,Description,Qty In Stock,Price,Sales Qty,Sales Price,Discount %,Total Sales,Price in USD,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size
SIH0000307,9/15/2022,20:50,3194,SHOES WOMEN SKECHERS,0,45,1,1597500,7.6923,1474615.508,38.91,SHOES,Women,0,45,25,BLACK,38
SIH0000307,9/15/2022,20:50,3252,SHOES WOMEN REEBOK,0,48,1,1704000,3.2258,1649032.368,43.52,SHOES,Women,0,48,15,BLACK,37.5
SIH0000307,9/15/2022,13:25,2298,P3-BOXER MEN PUMA,0,22,1,710000,20,568000,14.99,P3-BOXER,Men,0,22,15.5,MULTI,M
SIH0000307,9/15/2022,13:25,2600,P6-SOCKS MEN,0,22,1,710000,20,568000,14.99,P6-SOCKS,Men,0,22,12,MULTI,
SIH0000307,9/15/2022,20:50,3261,SHOES WOMEN ADIDAS,0,45,1,1597500,3.2258,1545967.845,40.8,SHOES,Women,0,45,15,WHITE,38.5
SIH0000307,9/15/2022,20:50,3409,CARGO PANT MEN BC CLOTHING,0,20,1,710000,7.6923,655384.67,17.3,CARGO PANT,Men,0,20,7,GREY,S
SIH0000307,9/15/2022,20:50,2229,SHORT MEN TOMMY HILFIGER,0,18,1,639000,44.4444,355000.284,9.37,SHORT,Men,0,18,9,NAVY,M
SIH0000308,9/16/2022,20:45,2556,slipper boy George,-1,8,1,284000,23.0769,218461.604,5.72,SLIPPER,Men,0,8,4,navy,33
SIH0000308,9/16/2022,20:45,2553,shoes boy George,-1,5,1,177500,23.0769,136538.5025,3.57,SHOES,Men,0,5,4,black,33
SIH0000308,9/16/2022,20:45,3676,T-SHIRT MEN UNDER ARMOUR,2,25,1,887500,40,532500,13.93,T-SHIRT,Men,2,25,15,BLACK,M
SIH0000309,9/17/2022,20:20,3221,SHOES MEN ASICS,0,55,1,1952500,0,1952500,50.91,SHOES,Men,0,55,30,BLACK,46.5
SIH0000309,9/17/2022,20:20,2677,P5-SOCKS MEN SPYDER,0,20,1,710000,0,710000,18.51,P5-SOCKS,Men,0,20,9.5,BLACK,OS
SIH0000309,9/17/2022,20:20,1695,PANT MEN REEBOK,0,38,1,1349000,7.8947,1242500.497,32.4,PANT,Men,0,38,28,GREY,M
SIH0000310,9/19/2022,20:50,3742,SHOES MEN REEBOK,0,57,1,2023500,6.7797,1886312.771,48.76,SHOES,Men,0,57,35,BLACK,47
SIH0000310,9/19/2022,20:50,3763,SHOES MEN SKECHERS,1,60,1,2130000,6.7797,1985592.39,51.33,SHOES,Men,0,60,33,BLACK,47.5
SIH0000310,9/19/2022,20:50,2181,T-SHIRT MEN UNDER ARMOUR,0,25,1,887500,40,532500,13.77,T-SHIRT,Men,0,25,13,BLUE,S
SIH0000310,9/19/2022,20:50,3758,SHOES MEN SKECHERS,1,60,1,2130000,6.7797,1985592.39,51.33,SHOES,Men,0,60,33,GREY,46
SIH0000310,9/19/2022,20:50,2312,BOXER MEN HANES,0,4,1,142000,50,71000,1.84,BOXER,Men,0,4,1,MULTI,S
SIH0000311,9/19/2022,20:50,2787,PANT MEN 32 DEGREE,0,25,1,887500,0.2817,884999.9125,22.88,PANT,Men,0,25,7.5,GREY,L
SIH0000312,9/20/2022,21:04,2520,ballerina kids George,0,10,1,355000,50,177500,4.67,ballerina,Kids,0,10,4,multi,27
SIH0000312,9/20/2022,12:23,2526,ballerina kids George,0,15,1,177500,0,177500,4.67,ballerina,Kids,0,15,4,multi,34
SIH0000312,9/20/2022,21:04,2521,ballerina kids George,-1,10,1,355000,50,177500,4.67,ballerina,Kids,0,10,4,multi,28
SIH0000313,9/21/2022,21:11,3881,P5-SOCKS MEN SPYDER,2,20,1,710000,4.7619,676190.51,17.97,P5-SOCKS,Men,2,20,10,BLACK,6'12
SIH0000313,9/21/2022,21:11,2971,HOODIE MEN GERRY,0,25,1,887500,7.1429,824106.7625,21.91,HOODIE,Men,0,25,7.5,OLIVE GREEN,S
SIH0000313,9/21/2022,21:11,3819,CAP MEN ADIDAS,0,20,1,710000,4.7619,676190.51,17.97,CAP,Men,0,20,15,BLACK,OS
SIH0000313,9/21/2022,21:11,3872,SHOES MEN ASICS,0,65,1,2307500,4.7619,2197619.158,58.42,SHOES,Men,0,65,39,GREY,46.5
SIH0000313,9/21/2022,21:11,2842,P3 BOXER MEN CALVIN KLIEN,0,25,2,887500,7.1429,1648213.525,43.81,P3 BOXER,Men,0,25,7.5,MULTI,M
SIH0000313,9/21/2022,21:11,2677,P5-SOCKS MEN SPYDER,0,20,1,710000,7.1429,659285.41,17.52,P5-SOCKS,Men,0,20,9.5,BLACK,OS
SIH0000313,9/21/2022,12:22,3212,SHOES WOMEN FILA,0,45,1,1746000,0,1746000,46.41,SHOES,Women,0,45,25,GREY,39.5
SIH0000313,9/21/2022,21:11,3235,SHOES WOMEN ASICS,0,45,1,1597500,7.1429,1483392.173,39.43,SHOES,Women,0,45,25,BLACK,40.5
SIH0000314,9/21/2022,15:03,1713,SHOES MEN REEBOK,0,65,2,1349000,0,2698000,71.72,SHOES,Men,0,65,40,WHITE,44
SIH0000314,9/21/2022,15:03,3290,SHOES MEN SKECHERS,0,40,1,887500,0,887500,23.59,SHOES,Men,0,40,12,BLACK,44.5
SIH0000314,9/21/2022,15:03,3286,SHOES MEN SKECHERS,0,40,1,887500,0,887500,23.59,SHOES,Men,0,40,12,GREY,43
SIH0000314,9/21/2022,15:03,2578,SHOES MEN FILA,-1,50,1,1100500,0,1100500,29.25,SHOES,Men,0,50,26,BLACK,44
SIH0000314,9/21/2022,15:03,3292,SHOES MEN SKECHERS,0,40,1,887500,0,887500,23.59,SHOES,Men,0,40,12,BLACK,46
SIH0000314,9/21/2022,15:03,3289,SHOES MEN SKECHERS,0,40,1,887500,0,887500,23.59,SHOES,Men,0,40,12,GREY,46
SIH0000314,9/21/2022,15:03,2580,SHOES MEN FILA,0,50,1,1100500,0,1100500,29.25,SHOES,Men,0,50,26,BLACK,46
SIH0000314,9/21/2022,15:03,2581,SHOES MEN FILA,0,50,1,1100500,0,1100500,29.25,SHOES,Men,0,50,26,BLACK,47
SIH0000314,9/21/2022,15:03,2569,SHOES MEN PUMA,0,60,2,1349000,0,2698000,71.72,SHOES,Men,0,60,35,BLACK,42.5
SIH0000314,9/21/2022,15:03,2570,SHOES MEN PUMA,-1,60,1,1349000,0,1349000,35.86,SHOES,Men,0,60,35,BLACK,43
SIH0000314,9/21/2022,15:03,2571,SHOES MEN PUMA,1,60,1,1349000,0,1349000,35.86,SHOES,Men,0,60,35,BLACK,44
SIH0000314,9/21/2022,15:03,3288,SHOES MEN SKECHERS,0,40,2,887500,0,1775000,47.18,SHOES,Men,0,40,12,GREY,44.5
SIH0000314,9/21/2022,15:03,2568,SHOES MEN PUMA,0,60,2,1349000,0,2698000,71.72,SHOES,Men,0,60,35,BLACK,42
SIH0000314,9/21/2022,15:03,2567,SHOES MEN PUMA,0,60,2,1349000,0,2698000,71.72,SHOES,Men,0,60,35,BLACK,41
SIH0000314,9/21/2022,15:03,2577,SHOES MEN FILA,0,50,1,1100500,0,1100500,29.25,SHOES,Men,0,50,26,BLACK,43
SIH0000314,9/21/2022,15:03,3287,SHOES MEN SKECHERS,0,40,1,887500,0,887500,23.59,SHOES,Men,0,40,12,GREY,44
SIH0000314,9/22/2022,21:41,2865,P4 TSHIRT MEN 32 DEGREE,0,20,1,710000,0,710000,18.83,P4 TSHIRT,Men,0,20,7.5,BLACK,XL
SIH0000314,9/22/2022,21:41,3679,SHOES WOMEN UNDER ARMOUR,0,45,1,1597500,0,1597500,42.36,SHOES,Women,0,45,26,BLUE,37.5
SIH0000315,9/23/2022,10:58,2878,PANT MEN 32 DEGREE,0,25,1,887500,16.6667,739583.0375,19.48,PANT,Men,0,25,7.5,GREY,XL
SIH0000315,9/23/2022,10:58,2590,T-SHIRT MEN ADIDAS,1,22,1,781000,5.8824,735058.456,19.36,T-SHIRT,Men,1,22,13,GREY,M
SIH0000315,9/23/2022,10:58,2568,SHOES MEN PUMA,0,60,1,2130000,8.3333,1952500.71,51.42,SHOES,Men,0,60,35,BLACK,42
SIH0000315,9/23/2022,20:20,3792,SHOES KIDS ADIDAS,0,35,1,1065000,0,1065000,28.04,SHOES,Kids,0,35,20,GREY,33.5
SIH0000315,9/23/2022,10:58,268,SHOES WOMEN CHAMPION,0,38,1,1349000,16.6667,1124166.217,29.6,SHOES,Women,0,38,23,BLACK,36.5
SIH0000315,9/23/2022,10:58,1855,SHOES WOMEN ADIDAS,0,45,1,1597500,16.6667,1331249.468,35.06,SHOES,Women,0,45,30,BLACK,37.5
SIH0000315,9/23/2022,10:58,3659,T-SHIRT MEN REEBOK,4,25,1,887500,5.8824,835293.7,22,T-SHIRT,Men,4,25,15,OLIVE,M
SIH0000315,9/23/2022,10:58,3582,JACKET MEN ADIDAS,0,38,1,1349000,5.8824,1269646.424,33.43,JACKET,Men,0,38,20,BLACK,XL
SIH0000316,9/24/2022,16:14,3682,SHOES WOMEN UNDER ARMOUR,0,45,1,1420000,0,1420000,37.67,SHOES,Women,0,45,26,GREY,37.5
SIH0000316,9/24/2022,21:19,1855,SHOES WOMEN ADIDAS,0,45,-1,1597500,16.6667,-1331249.468,-35.31,SHOES,Women,0,45,30,BLACK,37.5
SIH0000316,9/24/2022,21:19,3697,SHOES KIDS UNDER ARMOUR,0,33,1,1171500,16.6667,976249.6095,25.9,SHOES,Kids,0,33,26,PURPLE,33.5
SIH0000316,9/24/2022,21:19,3758,SHOES MEN SKECHERS,1,60,1,2130000,0,2130000,56.5,SHOES,Men,0,60,33,GREY,46
SIH0000316,9/24/2022,21:19,3276,SHOES KIDS NIKE,0,30,1,1065000,16.6667,887499.645,23.54,SHOES,Kids,0,30,15,BLACK,36.5
SIH0000316,9/24/2022,21:19,2525,ballerina kids George,0,12,1,426000,16.6667,354999.858,9.42,ballerina,Kids,0,12,4,multi,33
SIH0000316,9/24/2022,21:19,2575,SHOES MEN FILA,0,50,1,1775000,0,1775000,47.08,SHOES,Men,0,50,26,BLACK,42
SIH0000317,9/24/2022,16:15,3821,CAP MEN ADIDAS,0,20,1,710000,0,710000,18.83,CAP,Men,0,20,15,BLACK,S
SIH0000317,9/24/2022,21:19,3855,P3-BOXER MEN HURLEY,2,25,1,887500,6.4789,829999.7625,22.02,P3-BOXER,Men,2,25,15,MULTI,XL
SIH0000317,9/24/2022,16:15,3822,CAP MEN ADIDAS,0,20,1,710000,0,710000,18.83,CAP,Men,0,20,15,GREY,OS
SIH0000318,9/26/2022,11:49,3559,JACKET MEN SPYDER,1,35,1,1242500,0,1242500,33.61,JACKET,Men,1,35,18,BLUE,M
SIH0000318,9/26/2022,11:49,3561,JACKET MEN SPYDER,0,35,1,1242500,0,1242500,33.61,JACKET,Men,0,35,18,BLACK,L
SIH0000319,9/26/2022,11:49,2558,slipper boy George,0,10,1,355000,49.2958,179999.91,4.87,SLIPPER,Men,0,10,4,navy,36
SIH0000320,9/27/2022,21:00,3770,SHOES MEN ASICS,0,65,1,2307500,15.3846,1952500.355,51.84,SHOES,Men,0,65,39,GREY,45
SIH0000320,9/27/2022,21:00,3582,JACKET MEN ADIDAS,0,38,1,1349000,7.8947,1242500.497,32.99,JACKET,Men,0,38,20,BLACK,XL
SIH0000320,9/27/2022,21:00,3713,SHOES KIDS ADIDAS,0,28,1,994000,0,994000,26.39,SHOES,Kids,0,28,23,GREY,22
SIH0000321,9/28/2022,21:05,3713,SHOES KIDS ADIDAS,0,28,-1,1086400,0,-1086400,-28.11,SHOES,Kids,0,28,23,GREY,22
SIH0000321,9/28/2022,21:05,2530,ballerina kids George,0,5,1,194000,0,194000,5.02,ballerina,Kids,0,5,4,black,26
SIH0000322,9/28/2022,20:58,2093,T-SHIRT MEN NIKE,0,22,1,853600,26.7566,625205.6624,16.18,T-SHIRT,Men,0,22,12,WHITE,S
SIH0000322,9/28/2022,20:58,3865,P6-SOCKS MEN REEBOK,0,22,1,853600,0.5313,849064.8232,21.97,P6-SOCKS,Men,0,22,12,MULTI,6'12
SIH0000322,9/28/2022,20:58,3624,PANT MEN REEBOK,0,35,1,1358000,26.7566,994645.372,25.74,PANT,Men,0,35,22,GREY,S
SIH0000322,9/28/2022,20:58,3628,PANT MEN REEBOK,0,35,1,1358000,0.5313,1350784.946,34.96,PANT,Men,0,35,22,GREY,XXL
SIH0000323,9/29/2022,12:51,3624,PANT MEN REEBOK,0,35,-1,1358000,0,-1358000,-34.86,PANT,Men,0,35,22,GREY,S
SIH0000323,9/29/2022,14:39,257,SHOES WOMEN PUMA,0,40,1,970000,0,970000,24.9,SHOES,Women,0,40,28,GREY,36
SIH0000323,9/29/2022,12:51,3828,BAG MEN REEBOK,0,35,1,1358000,14.2857,1164000.194,29.88,BAG,Men,0,35,22,BLACK,OS
SIH0000323,9/29/2022,12:51,3631,PANT MEN REEBOK,1,35,1,1358000,0,1358000,34.86,PANT,Men,1,35,22,NAVY,S
SIH0000323,9/29/2022,12:51,1982,SHOES MEN SKECHERS,0,55,1,2134000,9.0909,1940000.194,49.79,SHOES,Men,0,55,35,BLACK,42.5
SIH0000323,9/29/2022,12:51,3907,T-SHIRT MEN REEBOK,0,25,1,970000,0,970000,24.9,T-SHIRT,Men,0,25,14,BLACK,XXL
SIH0000324,9/30/2022,20:47,1843,SOCKS MEN,1,15,1,582000,0,582000,15.09,SOCKS,Men,1,15,9,BLACK,
SIH0000324,9/30/2022,20:47,2974,HOODIE MEN CHAMPION,0,25,1,970000,5.5556,916110.68,23.75,HOODIE,Men,0,25,7.5,BLACK,XL
SIH0000324,9/30/2022,20:47,2936,JACKET MEN HI-TEC,0,65,1,2522000,5.5556,2381887.768,61.75,JACKET,Men,0,65,31.5,BLACK,XL
SIH0000325,10/1/2022,21:37,3819,CAP MEN ADIDAS,0,20,1,776000,4.7619,739047.656,19.17,CAP,Men,0,20,15,BLACK,OS
SIH0000325,10/1/2022,21:37,2686,PANT MEN SPYDER,0,35,1,1358000,0,1358000,35.22,PANT,Men,0,35,21,GREY,XL
SIH0000325,10/1/2022,21:37,2120,SHORT MEN NIKE,0,20,1,776000,40,465600,12.08,SHORT,Men,0,20,9,NAVY,XL
SIH0000325,10/1/2022,21:37,3756,SHOES MEN NIKE,0,65,1,2522000,4.7619,2401904.882,62.29,SHOES,Men,0,65,42,WHITE,42
SIH0000325,10/1/2022,21:37,3876,SHOES MEN PUMA,0,60,1,2328000,0,2328000,60.38,SHOES,Men,0,60,40,WHITE,43
SIH0000325,10/1/2022,21:37,3823,CAP MEN ADIDAS,0,20,1,776000,4.7619,739047.656,19.17,CAP,Men,0,20,15,OLIVE,OS
SIH0000325,10/1/2022,21:37,3243,SHOES MEN REEBOK,0,50,1,1940000,10,1746000,45.28,SHOES,Men,0,50,15,OLIVE,42
SIH0000325,10/1/2022,21:37,2685,PANT MEN SPYDER,2,35,-1,1358000,0,-1358000,-35.22,PANT,Men,0,35,21,GREY,L
SIH0000325,10/1/2022,21:37,3999,JEANS MEN BUFFALO,0,30,2,1164000,14.0625,2000625,51.89,JEANS,Men,0,30,15,MULTI,38
SIH0000325,10/1/2022,21:37,2338,SOCKS MEN ALL IN MOTION,0,2,2,77600,14.0625,133375,3.46,SOCKS,Men,0,2,1,BLACK,6\12
SIH0000326,10/1/2022,20:35,3333,PANT MEN ADIDAS,0,35,1,1358000,3.7508,1307064.136,33.9,PANT,Men,0,35,7,BLACK,L
SIH0000326,10/1/2022,20:35,4040,PANT MEN PUMA,0,35,1,1358000,3.7508,1307064.136,33.9,PANT,Men,0,35,20,BLACK,L
SIH0000326,10/1/2022,20:35,3778,SHOES MEN UNDER ARMOUR,0,65,1,2522000,3.7508,2427404.824,62.95,SHOES,Men,0,65,40,BLACK,43
SIH0000326,10/1/2022,20:35,3838,P4-BOXER MEN SPYDER,0,28,1,1086400,3.7508,1045651.309,27.12,P4-BOXER,Men,0,28,16,MULTI,L
SIH0000326,10/1/2022,20:35,3568,PANT MEN SPYDER,0,35,1,1358000,3.7508,1307064.136,33.9,PANT,Men,0,35,17,GREY,L
SIH0000327,10/1/2022,20:38,3805,SLIPPER MEN FILA,1,25,1,970000,10,873000,22.64,SLIPPER,Men,0,25,14,NAVY,43
SIH0000327,10/3/2022,21:01,3866,P6-SOCKS MEN REEBOK,0,22,1,853600,7.173,792371.272,20.45,P6-SOCKS,Men,0,22,12,MULTI,6'12
SIH0000327,10/3/2022,21:01,4052,PANT MEN PUMA,2,35,1,1358000,9.9099,1223423.558,31.57,PANT,Men,2,35,18,NAVY,XL
SIH0000327,10/3/2022,21:01,4040,PANT MEN PUMA,0,35,1,1358000,10.9589,1209178.138,31.2,PANT,Men,0,35,20,BLACK,L
SIH0000327,10/3/2022,21:01,3954,PANT MEN NEW BALANCE,-1,35,1,1358000,3.5088,1310350.496,33.82,PANT,Men,0,35,21,BLACK,S
SIH0000327,10/3/2022,21:01,2697,PANT MEN UNDER ARMOUR,0,35,1,1358000,6.367,1271536.14,32.81,PANT,Men,0,35,21,BLACK,XXL
SIH0000327,10/3/2022,21:01,2651,T-SHIRT MEN NIKE,0,25,1,970000,20,776000,20.03,T-SHIRT,Men,0,25,14,RED,M
SIH0000327,10/3/2022,21:01,3808,SLIPPER MEN NEW BALANCE,0,27,1,1047600,6.367,980899.308,25.31,SLIPPER,Men,0,27,16,NAVY,47.5
SIH0000327,10/3/2022,21:01,3566,PANT MEN SPYDER,1,35,1,1358000,7.173,1260590.66,32.53,PANT,Men,1,35,17,GREY,S
SIH0000327,10/3/2022,21:01,3076,T-SHIRT MEN PUMA,1,22,1,853600,3.5088,823648.8832,21.26,T-SHIRT,Men,0,22,13,BLACK,M
SIH0000327,10/3/2022,21:01,3568,PANT MEN SPYDER,0,35,1,1358000,7.173,1260590.66,32.53,PANT,Men,0,35,17,GREY,L
SIH0000327,10/3/2022,21:01,4028,HOODIE MEN PUMA,0,38,1,1474400,10.9589,1312821.978,33.88,HOODIE,Men,0,38,18,BLACK,XXL
SIH0000327,10/3/2022,21:01,1809,SHORT MEN REEBOK,0,28,1,1086400,6.367,1017228.912,26.25,SHORT,Men,0,28,13.5,BLACK,XL
SIH0000327,10/3/2022,21:01,2936,JACKET MEN HI-TEC,0,65,1,2522000,6.367,2361424.26,60.94,JACKET,Men,0,65,31.5,BLACK,XL
SIH0000327,10/3/2022,21:01,2842,P3 BOXER MEN CALVIN KLIEN,0,25,1,970000,7.173,900421.9,23.24,P3 BOXER,Men,0,25,7.5,MULTI,M
SIH0000327,10/3/2022,21:01,3594,HOODIE MEN EDDIE BAUER,2,25,1,970000,7.173,900421.9,23.24,HOODIE,Men,2,25,11,GREY,M
SIH0000327,10/3/2022,21:01,3559,JACKET MEN SPYDER,1,35,1,1358000,7.173,1260590.66,32.53,JACKET,Men,1,35,18,BLUE,M
SIH0000327,10/3/2022,21:01,3620,SHORT MEN REEBOK,1,25,1,970000,20,776000,20.03,SHORT,Men,1,25,12,GREY,S
SIH0000327,10/3/2022,21:01,3619,SHORT MEN REEBOK,0,25,1,970000,6.367,908240.1,23.44,SHORT,Men,0,25,12,BLACK,XL
SIH0000327,10/3/2022,21:01,4019,SHORT MEN PUMA,0,30,1,1164000,6.367,1089888.12,28.13,SHORT,Men,0,30,11,BLACK,XL
SIH0000327,10/3/2022,21:01,3107,HOODIE MEN UNDER ARMOUR,0,35,1,1358000,6.367,1271536.14,32.81,HOODIE,Men,0,35,22,BLACK,XXL
SIH0000327,10/3/2022,21:01,4032,HOODIE MEN PUMA,0,38,1,1474400,9.9099,1328288.434,34.28,HOODIE,Men,0,38,18,GREY,XL
SIH0000327,10/3/2022,21:01,3561,JACKET MEN SPYDER,0,35,1,1358000,7.173,1260590.66,32.53,JACKET,Men,0,35,18,BLACK,L
SIH0000327,10/3/2022,21:01,2676,P6-SOCKS MEN COLUMBIA,0,22,1,853600,6.367,799251.288,20.63,P6-SOCKS,Men,0,22,12,BLACK,OS
SIH0000327,10/3/2022,21:01,4037,HOODIE MEN PUMA,2,38,1,1474400,9.9099,1328288.434,34.28,HOODIE,Men,2,38,18,NAVY,XL
SIH0000327,10/3/2022,21:01,3593,HOODIE MEN EDDIE BAUER,0,25,1,970000,7.173,900421.9,23.24,HOODIE,Men,0,25,11,GREY,S
SIH0000328,10/3/2022,15:34,2326,SLIP MEN HANES,2,2,1,77600,0,77600,2,SLIP,Men,0,2,0.5,MULTI,L
SIH0000328,10/3/2022,15:34,715,BOXER MEN FRUIT OF THE LOOM,0,22,1,310400,0,310400,8.01,BOXER,Men,0,22,8,MULTI,S
SIH0000328,10/3/2022,15:34,2014,T-SHIRT MEN GOODFELLOW,0,12,1,232800,0,232800,6.01,T-SHIRT,Men,0,12,6,BLUE,S
SIH0000328,10/3/2022,15:34,1467,shoes MEN PUMA,0,40,1,970000,0,970000,25.03,SHOES,Men,0,40,26,BLACK,43
SIH0000328,10/3/2022,15:34,2020,T-SHIRT MEN GOODFELLOW,0,12,1,155200,0,155200,4.01,T-SHIRT,Men,0,12,6,ORANGE,S
SIH0000328,10/3/2022,15:34,2034,T-SHIRT MEN ORIGINAL USE,0,8,1,194000,0,194000,5.01,T-SHIRT,Men,0,8,3,PISTACHO,XS
SIH0000328,10/3/2022,15:34,1505,SHOES WOMEN CHAMPION,0,35,1,776000,0,776000,20.03,SHOES,Women,0,35,18,BLACK,38
SIH0000328,10/3/2022,15:34,2036,T-SHIRT MEN ORIGINAL USE,0,8,1,194000,0,194000,5.01,T-SHIRT,Men,0,8,3,BLUE,XS
SIH0000328,10/3/2022,15:34,1402,SHOES MEN CHAMPION,0,38,2,776000,0,1552000,40.05,SHOES,Men,0,38,22,WHITE,44
SIH0000328,10/4/2022,20:44,3718,BELT MEN TIMBERLAND,-1,10,1,388000,0,388000,9.9,BELT,Men,0,10,5,BLACK,-
SIH0000329,10/5/2022,21:03,3493,JACKET MEN 32DEGREE,0,60,1,2328000,8.7591,2124088.152,53.93,JACKET,Men,0,60,7,NAVY,XL
SIH0000329,10/5/2022,21:03,2261,T-SHIRT MEN REEBOK,0,22,1,853600,9.0909,776000.0776,19.7,T-SHIRT,Men,0,22,11.5,NAVY,L
SIH0000329,10/5/2022,21:03,3020,JACKET MEN RUGGED ELEMENTS,0,55,1,2134000,8.7591,1947080.806,49.44,JACKET,Men,0,55,7.5,GREY,L
SIH0000329,10/5/2022,15:13,3971,HOODIE MEN NIKE,0,35,1,1358000,0,1358000,34.48,HOODIE,Men,0,35,22,BLUE,M
SIH0000329,10/5/2022,21:03,3863,P6-SOCKS MEN NEW BALANCE,0,22,1,853600,8.7591,778832.3224,19.78,P6-SOCKS,Men,0,22,12,MULTI,6'12
SRH0000001,10/5/2022,,2261,T-SHIRT MEN REEBOK,0,22,-1,748000,22.68,-578353.6,-14.69,T-SHIRT,Men,0,22,11.5,NAVY,L
SIH0000330,10/6/2022,20:54,3589,JACKET MEN NEW BALANCE,0,55,1,2134000,0,2134000,53.78,JACKET,Men,0,55,27,OLIVE,S
SIH0000330,10/6/2022,20:54,3979,JACKET MEN NEW BALANCE,0,55,1,2134000,0,2134000,53.78,JACKET,Men,0,55,21,GREY,S
SIH0000330,10/6/2022,20:54,3186,SHOES MEN SKECHERS,0,55,1,2134000,9.0909,1940000.194,48.89,SHOES,Men,0,55,30,GREY,42
SIH0000331,10/7/2022,20:49,2677,P5-SOCKS MEN SPYDER,0,20,1,776000,11.0169,690508.856,17.43,P5-SOCKS,Men,0,20,9.5,BLACK,OS
SIH0000331,10/7/2022,20:49,3619,SHORT MEN REEBOK,0,25,1,970000,0,970000,24.48,SHORT,Men,0,25,12,BLACK,XL
SIH0000331,10/7/2022,20:49,3744,SHOES MEN REEBOK,0,57,1,2211600,7.6087,2043325.991,51.57,SHOES,Men,0,57,35,GREY,41
SIH0000331,10/7/2022,20:49,3753,SHOES MEN NIKE,0,75,1,2910000,6.25,2728125,68.86,SHOES,Men,0,75,42,BLACK,44.5
SIH0000331,10/7/2022,20:49,3801,SHOES KIDS SKECHERS,0,35,1,1358000,11.6667,1199566.214,30.28,SHOES,Kids,0,35,24,BLACK,35
SIH0000331,10/7/2022,20:49,2663,T-SHIRT MEN NIKE,0,25,1,970000,6.25,909375,22.95,T-SHIRT,Men,0,25,14,WHITE,L
SIH0000331,10/7/2022,20:49,130,PANT FLEECE MEN PUMA,0,35,0,1358000,0,0,0,PANT,Men,0,35,22,GRAY,M
SIH0000331,10/7/2022,20:49,130,PANT FLEECE MEN PUMA,0,35,1,1358000,7.6087,1254673.854,31.67,PANT,Men,0,35,22,GRAY,M
SIH0000331,10/7/2022,20:49,130,PANT FLEECE MEN PUMA,0,35,-1,1358000,14.2857,-1164000.194,-29.38,PANT,Men,0,35,22,GRAY,M
SIH0000331,10/7/2022,20:49,3118,PANT MEN FILA,1,28,1,1086400,12.6984,948444.5824,23.94,PANT,Men,1,28,15,BLACK,XL
SIH0000331,10/7/2022,20:49,3853,P3-BOXER MEN JOCKEY,0,25,1,970000,11.0169,863136.07,21.79,P3-BOXER,Men,0,25,14,MULTI,L
SIH0000331,10/7/2022,20:49,2571,SHOES MEN PUMA,1,60,-1,2328000,0,-2328000,-58.76,SHOES,Men,0,60,35,BLACK,44
SIH0000331,10/7/2022,20:49,2648,T-SHIRT MEN NIKE,0,25,1,970000,46.8085,515957.55,13.02,T-SHIRT,Men,0,25,14,GREEN,L
SIH0000331,10/7/2022,20:49,3359,T-SHIRT MEN 32DEGREE,0,12,1,465600,6.25,436500,11.02,T-SHIRT,Men,0,12,7,BLUE,L
SIH0000331,10/7/2022,20:49,3447,P4-BOXER MEN KIRKLAND,0,25,1,970000,11.6667,856833.01,21.63,P4-BOXER,Men,0,25,7,MULTI,XL
SIH0000331,10/7/2022,20:49,4027,HOODIE MEN PUMA,1,38,1,1474400,11.0169,1311966.826,33.11,HOODIE,Men,1,38,18,BLACK,XL
SIH0000331,10/7/2022,20:49,4040,PANT MEN PUMA,0,35,1,1358000,11.0169,1208390.498,30.5,PANT,Men,0,35,20,BLACK,L
SIH0000331,10/7/2022,20:49,3834,P3-BOXER MEN NIKE,0,30,1,1164000,0,1164000,29.38,P3-BOXER,Men,0,30,19,MULTI,XL
SIH0000331,10/7/2022,20:49,3102,PANT MEN PUMA,1,35,1,1358000,12.6984,1185555.728,29.92,PANT,Men,1,35,19,BLACK,XL
SIH0000331,10/7/2022,20:49,2090,T-SHIRT MEN NIKE,0,22,1,853600,46.8085,454042.644,11.46,T-SHIRT,Men,0,22,12,RED,L
SIH0000332,10/8/2022,20:48,3161,SHOES WOMEN UNDER ARMOUR,0,45,1,1789200,5.5556,1689799.205,42.78,SHOES,Women,0,45,25,WHITE,38
SIH0000332,10/8/2022,20:48,3860,P6-SOCKS MEN PUMA,0,22,1,874720,13.0435,760625.8968,19.26,P6-SOCKS,Men,0,22,12,BLACK,6'12
SIH0000332,10/8/2022,20:48,2365,POLO MEN ENGLISH LAUNDRY,0,14,1,556640,20.9302,440134.1347,11.14,POLO,Men,0,14,3,BLACK,S
SIH0000332,10/8/2022,20:48,3160,SHOES WOMEN UNDER ARMOUR,0,45,1,1789200,5.5556,1689799.205,42.78,SHOES,Women,0,45,25,BLACK,37.5
SIH0000332,10/8/2022,20:48,2774,POLO MEN TOMMY HILFIGER,0,25,1,994000,20.9302,785953.812,19.9,POLO,Men,0,25,7.5,NAVY,S
SIH0000332,10/8/2022,20:48,1455,JEANS MEN IZOD,0,22,1,874720,20.9302,691639.3546,17.51,JEANS,Men,0,22,15,BLUE,30
SIH0000332,10/8/2022,20:48,2654,LS T-SHIRT MEN NIKE,0,25,1,994000,60,397600,10.07,LS T-SHIRT,Men,0,25,14,WHITE,M
