Ref#,Date,Time,Item Code,Description,Qty In Stock,Price,Sales Qty,Sales Price,Discount %,Total Sales,Price in USD,Group,Category,"Quantity
On Hand","Retail
Price","Opening
Cost USD",Color,Size
SIH0000001,2/9/2021,17:03,237,SHOES WOMEN NB,0,25,1,136000,0,136000,15.38,SHOES,Women,0,25,10,GRAY PINK,38.5
SIH0000002,2/9/2021,17:25,487,CLEANER ALL WINGO,48,1,1,8800,14.9148,7487.4976,1,none CLEANER,Unisex,0,1,0.6,none,none
SIH0000002,2/9/2021,17:25,486,SHAMPOO ALL TODAY HANDWASH,-1,1,1,8800,14.9148,7487.4976,1,none SHAMPOO,Unisex,0,1,0.6,none,none
SIH0000002,2/9/2021,17:25,261,SHOES WOMEN PUMA,0,40,1,352000,9.0909,320000.032,36.18,SHOES,Women,0,40,28,WHITE BLACK MAUVE,36
SIH0000002,2/9/2021,17:25,484,CLEANER ALL ALIO,-1,1,2,8800,14.9148,14974.9952,1.69,none CLEANER,Unisex,0,1,0.5,none,none
SIH0000003,2/9/2021,17:19,499,CREME WOMEN UMIDO HAND CREME,0,2,1,17600,15.625,14850,1.68,none CREME,Women,0,2,1,none,none
SIH0000004,2/9/2021,17:25,346,SHOES BOY SKECHERS,0,13,1,92000,0,92000,10.4,SHOES,Men,0,13,8,BLACK BLUE GREY,26.5
SI0000001,2/10/2021,15:40,7,SHOES MEN NIKE,0,75,1,666000,0,666000,75.35,SHOES,Men,0,75,47,BLACK,42
SI0000002,2/10/2021,15:43,606,SHOES KIDS NB,0,15,1,137000,0,137000,15.5,SHOES,Kids,0,15,10,BLUE,35
SI0000003,2/10/2021,15:44,602,SHOES WOMEN NB,0,15,1,137000,0,137000,15.5,SHOES,Women,0,15,10,RED,37.5
SI0000004,2/10/2021,15:46,253,SHOES WOMEN ASICS,0,25,1,137000,0,137000,15.5,SHOES,Women,0,25,10,PINK BLACK,39
SI0000005,2/10/2021,15:47,294,SHOES KIDS CONVERSE,0,13,1,157000,0,157000,17.76,SHOES,Kids,0,13,5,NAVY WHITE,34
SI0000006,2/10/2021,15:48,348,SHOES BOY SKECHERS,0,13,1,92000,0,92000,10.41,SHOES,Men,0,13,8,BLACK,20.5
SIH0000005,2/10/2021,16:49,126,HOODIES FLEECE MEN PUMA,0,35,1,308000,11.7647,271764.724,30.75,HOODIE,Men,0,35,22,BLACK,M
SIH0000005,2/10/2021,16:49,136,SWEATSHIRT MEN GANT,0,27,1,237600,11.7647,209647.0728,23.72,SWEATSHIRT,Men,0,27,20,BLUE,M
SIH0000005,2/10/2021,16:49,107,SHIRT MEN CLUB ROOM,0,20,1,176000,0,176000,19.91,SHIRT,Men,0,20,10,GREEN-BLUE,XXL
SIH0000005,2/10/2021,16:49,107,SHIRT MEN CLUB ROOM,0,20,-1,176000,4.5455,-167999.92,-19.01,SHIRT,Men,0,20,10,GREEN-BLUE,XXL
SIH0000005,2/10/2021,16:49,106,SHIRT MEN COLUMBIA,0,20,0,176000,0,0,0,SHIRT,Men,0,20,10,GRAY,L
SIH0000005,2/10/2021,16:49,171,JEANS PANT MEN INC,0,20,-1,176000,0,-176000,-19.91,PANT,Men,0,20,12,GRAY,38
SIH0000005,2/10/2021,16:49,171,JEANS PANT MEN INC,0,20,1,176000,3.4091,169999.984,19.23,PANT,Men,0,20,12,GRAY,38
SIH0000005,2/10/2021,16:49,341,SHOES GIRL SKECHERS,2,15,-1,132000,0,-132000,-14.93,SHOES,Women,0,15,8,BLUE MAUVE,35
SIH0000005,2/10/2021,16:49,341,SHOES GIRL SKECHERS,2,15,1,132000,1.5152,129999.936,14.71,SHOES,Women,0,15,8,BLUE MAUVE,35
SIH0000005,2/10/2021,16:49,99,JACKET MEN BOSS,0,40,1,352000,11.7647,310588.256,35.14,JACKET,Men,0,40,18,GREY,M
SIH0000006,2/10/2021,16:46,107,SHIRT MEN CLUB ROOM,0,20,1,176000,14.7727,150000.048,16.97,SHIRT,Men,0,20,10,GREEN-BLUE,XXL
SI0000007,2/11/2021,13:57,351,SHOES MEN ASICS,0,20,1,151000,0,151000,17.14,SHOES,Men,0,20,10,NAVY,43.5
SI0000007,2/11/2021,13:57,39,SHOES MEN NIKE,0,20,1,250000,0,250000,28.38,SHOES,Men,0,20,15,BLUE,44
SI0000008,2/11/2021,13:58,38,SHOES MEN ASICS,0,20,1,156000,0,156000,17.71,SHOES,Men,0,20,15,BLUE,47
SI0000009,2/11/2021,14:08,36,SHOES MEN FILA,0,20,1,157000,0,157000,17.82,SHOES,Men,0,20,15,BLACK-RED,45
SIH0000007,2/11/2021,18:25,77,SHOES MEN SKECHERS,0,55,1,484000,9.0909,440000.044,49.95,SHOES,Men,0,55,34,NAVY-GREY,41
SI0000011,2/12/2021,11:27,242,SHOES WOMEN NB,0,25,1,135000,0,135000,15.26,SHOES,Women,0,25,10,GRAY GREEN PINK,36
SI0000011,2/12/2021,11:27,241,SHOES boy NB,0,25,1,131000,0,131000,14.81,SHOES,Men,0,25,10,NAVY,35
SIH0000008,2/12/2021,18:36,99,JACKET MEN BOSS,0,40,1,352000,11.7647,310588.256,35.12,JACKET,Men,0,40,18,GREY,M
SIH0000008,2/12/2021,18:36,99,JACKET MEN BOSS,0,40,-1,352000,0,-352000,-39.8,JACKET,Men,0,40,18,GREY,M
SIH0000008,2/12/2021,18:36,126,HOODIES FLEECE MEN PUMA,0,35,1,308000,11.7647,271764.724,30.73,HOODIE,Men,0,35,22,BLACK,M
SIH0000008,2/12/2021,18:36,126,HOODIES FLEECE MEN PUMA,0,35,-1,308000,0,-308000,-34.83,HOODIE,Men,0,35,22,BLACK,M
SIH0000008,2/12/2021,18:36,136,SWEATSHIRT MEN GANT,0,27,1,237600,11.7647,209647.0728,23.71,SWEATSHIRT,Men,0,27,20,BLUE,M
SIH0000008,2/12/2021,18:36,136,SWEATSHIRT MEN GANT,0,27,-1,237600,0,-237600,-26.87,SWEATSHIRT,Men,0,27,20,BLUE,M
SIH0000010,2/14/2021,19:42,607,kidsboxer,0,3,2,26400,28.9773,37499.9856,4.22,BOXER,Kids,0,3,1,,
SIH0000010,2/14/2021,19:42,376,SHIRT MIX KIDS MIX,2,5,1,44000,28.9773,31249.988,3.51,SHIRT,Kids,0,5,3,MIX,MIX
SIH0000010,2/14/2021,19:42,127,HOODIES FLEECE MEN PUMA,0,40,1,308000,11.039,273999.88,30.8,HOODIE,Men,0,40,22,BLACK,L
SIH0000010,2/14/2021,19:42,375,SHORT MIX KIDS MIX,1,5,1,44000,28.9773,31249.988,3.51,SHORT,Kids,0,5,3,MIX,MIX
SIH0000010,2/14/2021,19:42,534,SHOES WOMEN REEBOK,0,50,1,440000,11.039,391428.4,44,SHOES,Women,0,50,34,NAVY,38.5
SIH0000010,2/14/2021,19:42,73,SHOES MEN REEBOK,0,55,1,484000,11.039,430571.24,48.4,SHOES,Men,0,55,31,BLACK-BLUE,41
SIH0000010,2/14/2021,19:42,130,PANT FLEECE MEN PUMA,0,35,1,308000,11.039,273999.88,30.8,PANT,Men,0,35,22,GRAY,M
SI0000012,2/15/2021,16:42,231,BALL ACC ADIDAS,1,20,1,184000,0,184000,20.71,BALL,Sports,0,20,14.5,WHITE BLUE,5
SI0000013,2/15/2021,18:50,562,SHOES WOMEN REEBOK,0,60,1,352000,0,352000,39.62,SHOES,Women,0,60,34,WHITE,37
SIH0000011,2/15/2021,16:40,254,SHOES WOMEN NB,0,25,1,137000,0,137000,15.42,SHOES,Women,0,25,10,AQUA,37.5
SI0000014,2/16/2021,12:48,238,SHOES WOMEN ASICS,0,25,1,137000,0,137000,15.31,SHOES,Women,0,25,10,BLUE ORANGE,37
SIH0000012,2/17/2021,19:16,216,GLOVES MOTO MEN ISOTONER,1,15,1,132000,9.8942,118939.656,13.09,GLOVES,Men,1,15,6,BLACK,L
SIH0000012,2/17/2021,19:16,283,SHOES MEN POLO BH,0,14,1,123200,9.8942,111010.3456,12.22,SHOES,Men,0,14,8,FULL BLACK,7.5(40)
SIH0000012,2/17/2021,19:16,496,GEL ALL DENT,21,1,2,9000,33.3333,12000.006,1.32,none GEL,Unisex,0,1,0.5,none,none
SIH0000012,2/17/2021,19:16,326,SHOES ENFANT ADIDAS,0,10,1,88000,9.0909,80000.008,8.81,SHOES,Kids,0,10,5,BLACK STRASS,20
SIH0000013,2/18/2021,17:05,18,BOOTS MEN KHOMBU,0,48,1,446400,5.1724,423310.4064,45.27,BOOTS,Men,0,48,27,BROWN,45
SIH0000013,2/18/2021,17:05,232,SOCKS MEN PERRY ELLIS,2,10,1,93000,5.1724,88189.668,9.43,SOCKS,Men,0,10,4,6 COLORS,ALL
SIH0000014,2/18/2021,17:05,43,SHOES MEN LEVIS,0,28,1,252000,20.6349,200000.052,21.39,SHOES,Men,0,28,20,BLACK,42.5
SIH0000014,2/18/2021,17:05,551,SHOES WOMEN REEBOK,0,50,1,450000,6.6667,419999.85,44.91,SHOES,Women,0,50,34,BLUE,38
SIH0000014,2/18/2021,17:05,592,SHOES MEN REEBOK,0,60,1,540000,7.4074,500000.04,53.47,SHOES,Men,0,60,37,BLACK,40.5
SIH0000014,2/18/2021,17:05,514,SHOES MEN PUMA,0,60,1,540000,0,540000,57.74,SHOES,Men,0,60,37,BLACK RED,44.5
SIH0000014,2/18/2021,17:05,229,SLIPPERS MEN FILA,0,20,1,180000,11.1111,160000.02,17.11,SLIPPERS,Men,0,20,12,NAVY,11
SIH0000014,2/18/2021,17:05,205,BOXERS MEN PUMA,0,20,1,180000,0,180000,19.25,BOXER,Men,0,20,14.25,BLACK GRAY,M
SI0000015,2/19/2021,9:00,298,SHOES KIDS LEVIS,0,8,1,57000,0,57000,6.09,SHOES,Kids,0,8,4,JEANS,34
SIH0000015,2/19/2021,17:17,26,SHOES MEN PUMA,0,38,1,342000,5.6604,322641.432,34.46,SHOES,Men,0,38,20,BLACK-RED,39
SIH0000015,2/19/2021,17:17,349,SHOES BOY SKECHERS,0,13,1,117000,5.6604,110377.332,11.79,SHOES,Men,0,13,8,GREY,26.5
SIH0000015,2/19/2021,17:17,478,PARFUM WOMEN KULT,42,1,2,9000,5.6604,16981.128,1.81,none PARFUM,Women,0,1,0.75,none,none
SIH0000016,2/19/2021,17:17,428,JACKET KIDS MCKINLEY,0,20,1,186000,19.3548,150000.072,16.02,JACKET,Kids,0,20,8,BLACK GREEN GREY,M
SIH0000017,2/20/2021,17:49,522,SHOES WOMEN PUMA,0,50,1,465000,9.6774,420000.09,44.86,SHOES,Women,0,50,34,GREY,37.5
SIH0000017,2/20/2021,17:49,309,SHOES KIDS NIKE,0,25,1,232500,44.086,130000.05,13.89,SHOES,Kids,0,25,10,MAUVE,35
SI0000016,2/22/2021,9:51,250,SHOES WOMEN NB,0,25,1,130000,0,130000,13.83,SHOES,Women,0,25,10,RED,37.5
SI0000016,2/22/2021,9:51,236,SHOES WOMEN NB,0,25,1,130000,0,130000,13.83,SHOES,Women,0,25,10,GRAY PINK,37.5
SI0000017,2/22/2021,10:50,27,SHOES MEN PUMA,0,55,1,527000,0,527000,56.06,SHOES,Men,0,55,31,BLACK,47
SI0000018,2/22/2021,11:34,508,SHAMPOO ALL BALEA ALL,0,2,59,7300,0.06,430441.58,45.79,none SHAMPOO,Unisex,0,2,1,none,none
SIH0000018,2/22/2021,15:34,344,SHOES BOY SKECHERS,0,13,1,120900,25.5583,90000.0153,9.57,SHOES,Men,0,13,8,BLACK,"25,5"
SIH0000018,2/22/2021,15:34,196,SPORT TSHIRT MEN UNDERARMOR,0,30,1,279000,7.8341,257142.861,27.35,TSHIRT,Men,0,30,8.5,ORANGE,M
SIH0000018,2/22/2021,15:34,186,POLO TSHIRT MEN POLO RL,0,20,1,186000,7.8341,171428.574,18.24,POLO,Men,0,20,10,RED,XL
SIH0000018,2/22/2021,15:34,187,POLO TSHIRT MEN POLO RL,0,20,1,186000,7.8341,171428.574,18.24,POLO,Men,0,20,10,WHITE BLUE,XL
SIH0000018,2/22/2021,15:34,189,POLO TSHIRT MEN POLO RL,0,35,1,325500,7.8341,300000.0045,31.91,POLO,Men,0,35,16,BLUE,L
SIH0000019,2/22/2021,17:55,498,GEL WOMEN BALEA AFTER SUN,0,2,1,18800,0,18800,2,none GEL,Women,0,2,1,none,none
SIH0000019,2/22/2021,17:55,481,CREME WOMEN AVEO CELLFIT,2,2,1,18800,0,18800,2,none CREME,Women,0,2,1.5,none,none
SIH0000019,2/22/2021,17:55,490,CREME WOMEN CIEN,1,2,3,18800,0,56400,6,none CREME,Women,0,2,0.55,none,none
SIH0000019,2/22/2021,17:55,494,CREME WOMEN BALEA MED,-1,2,1,18800,0,18800,2,none CREME,Women,0,2,1,none,none
SIH0000019,2/22/2021,17:55,504,SHAMPOO ALL OMBIA DUSHGEL,2,1,2,8000,0,16000,1.7,none SHAMPOO,Unisex,0,1,0.5,none,none
SIH0000019,2/22/2021,17:55,483,CLEANER ALL W5 DISH WASH,12,1,2,9400,0,18800,2,none CLEANER,Unisex,0,1,0.5,none,none
SIH0000019,2/22/2021,17:55,487,CLEANER ALL WINGO,48,1,2,9400,0,18800,2,none CLEANER,Unisex,0,1,0.6,none,none
SIH0000019,2/22/2021,17:55,503,CREME WOMEN OLD CREME,3,2,5,18800,0,94000,10,none CREME,Women,0,2,1,none,none
SIH0000019,2/22/2021,17:55,478,PARFUM WOMEN KULT,42,1,1,9400,0,9400,1,none PARFUM,Women,0,1,0.75,none,none
SIH0000019,2/22/2021,17:55,479,CREME WOMEN OMBIA CREME,69,3,1,28200,0,28200,3,none CREME,Women,0,3,1.1,none,none
SIH0000019,2/22/2021,17:55,496,GEL ALL DENT,21,1,4,9400,0,37600,4,none GEL,Unisex,0,1,0.5,none,none
SIH0000019,2/22/2021,17:55,492,CREME WOMEN ISANA,6,2,1,18800,0,18800,2,none CREME,Women,0,2,1,none,none
SIH0000019,2/22/2021,17:55,500,SHAMPOO ALL WESTPORT SHOWER,0,2,1,18800,0,18800,2,none SHAMPOO,Unisex,0,2,1,none,none
SIH0000019,2/22/2021,17:55,508,SHAMPOO ALL BALEA ALL,0,2,2,18800,0,37600,4,none SHAMPOO,Unisex,0,2,1,none,none
SIH0000019,2/22/2021,17:55,477,PARFUM WOMEN HELENE,19,1,1,9400,0,9400,1,none PARFUM,Women,0,1,0.75,none,none
SIH0000019,2/22/2021,17:55,506,SHAMPOO ALL TODAY SHAMPOO,5,2,2,18800,0,37600,4,none SHAMPOO,Unisex,0,2,1.2,none,none
SIH0000019,2/22/2021,17:55,491,CREME WOMEN TODAY CREME,1,2,1,18800,0,18800,2,none CREME,Women,0,2,1,none,none
SIH0000019,2/22/2021,17:55,493,CREME WOMEN SUN OIL,5,2,6,18800,0,112800,12,none CREME,Women,0,2,1,none,none
SIH0000019,2/22/2021,17:55,482,CREME WOMEN BALEA BODY FIT,0,2,2,18800,0,37600,4,none CREME,Women,0,2,1.5,none,none
SIH0000019,2/22/2021,17:55,497,GEL ALL SPORT GEL,2,2,2,18800,0,37600,4,none GEL,Unisex,0,2,1,none,none
SIH0000019,2/22/2021,17:55,505,SHAMPOO ALL TODAY DUSHGEL,12,1.5,1,14100,0,14100,1.5,none SHAMPOO,Unisex,0,1.5,0.5,none,none
SIH0000019,2/22/2021,17:55,507,SHAMPOO ALL BALEA SHAMPOO SMALL,1,1.2,2,11280,0,22560,2.4,none SHAMPOO,Unisex,0,1.2,0.6,none,none
SIH0000019,2/22/2021,17:55,485,CLEANER ALL SPULMITTEL,6,1,1,9400,0,9400,1,none CLEANER,Unisex,0,1,0.5,none,none
SI0000019,2/23/2021,16:47,274,SHOES WOMEN ASICS,0,25,1,134000,0,134000,14.29,SHOES,Women,0,25,10,BLACK GRAY FLOWERS,36
SIH0000019,2/23/2021,19:20,233,SHOES WOMEN NIKE,0,25,2,235000,57.4468,200000.04,21.32,SHOES,Women,0,25,10,AQUA,38.5
SIH0000020,2/24/2021,19:32,371,SHIRT MIX WOMEN MIX,4,7,1,65800,54.4073,29999.9966,3.18,SHIRT,Women,0,7,3,MIX,MIX
SIH0000021,2/25/2021,19:42,372,SHIRT WOMEN PREMISE,0,15,1,141000,33.3333,94000.047,9.84,SHIRT,Women,0,15,5,BLACK BLUE WHITE,S
SIH0000022,2/25/2021,19:42,374,LEGGINGS WOMEN NIKE,0,8,1,75200,29.078,53333.344,5.58,LEGGINGS,Women,0,8,3,BLACK,XS
SIH0000022,2/25/2021,19:42,371,SHIRT MIX WOMEN MIX,4,7,1,65800,29.078,46666.676,4.88,SHIRT,Women,0,7,3,MIX,MIX
SIH0000022,2/25/2021,19:42,310,SHOES KIDS NEW BALANCE,0,13,1,122200,26.3502,90000.0556,9.42,SHOES,Kids,0,13,8,GREEN,29
SIH0000022,2/25/2021,19:42,16,SHOES MEN NIKE,0,75,1,705000,7.8014,650000.13,68.02,SHOES,Men,0,75,47,NAVY,42
SIH0000022,2/25/2021,19:42,1,SHOES MEN NIKE,0,75,1,705000,7.8014,650000.13,68.02,SHOES,Men,0,75,47,B-W-R,45.5
SIH0000023,2/25/2021,19:44,34,SHOES MEN PUMA,0,55,1,512000,0,512000,53.58,SHOES,Men,0,55,31,BLACK-WHITE,43
SIH0000024,2/26/2021,19:03,504,SHAMPOO ALL OMBIA DUSHGEL,2,1,1,9400,0.3324,9368.7544,1,none SHAMPOO,Unisex,0,1,0.5,none,none
SIH0000024,2/26/2021,19:03,349,SHOES BOY SKECHERS,0,13,1,122200,14.0192,105068.5376,10.89,SHOES,Men,0,13,8,GREY,26.5
SIH0000024,2/26/2021,19:03,506,SHAMPOO ALL TODAY SHAMPOO,5,2,2,18800,0.3324,37475.0176,3.89,none SHAMPOO,Unisex,0,2,1.2,none,none
SIH0000024,2/26/2021,19:03,506,SHAMPOO ALL TODAY SHAMPOO,5,2,2,18800,20.2128,29999.9872,3.11,none SHAMPOO,Unisex,0,2,1.2,none,none
SIH0000024,2/26/2021,19:03,477,PARFUM WOMEN HELENE,19,1,3,9400,0.3324,28106.2632,2.91,none PARFUM,Women,0,1,0.75,none,none
SIH0000024,2/26/2021,19:03,46,SHOES MEN ADIDAS,0,30,1,282000,14.0192,242465.856,25.14,SHOES,Men,0,30,20,BLUE,43.5
SIH0000024,2/26/2021,19:03,303,SHOES KIDS SKECHERS,0,15,1,141000,29.078,100000.02,10.37,SHOES,Kids,0,15,7,BLACK,34
SIH0000024,2/26/2021,19:03,376,SHIRT MIX KIDS MIX,2,5,1,47000,29.7872,33000.016,3.42,SHIRT,Kids,0,5,3,MIX,MIX
SIH0000024,2/26/2021,19:03,52,SHOES MEN ADIDAS,0,30,1,282000,14.0192,242465.856,25.14,SHOES,Men,0,30,20,GRAY-BLUE,45.5
SIH0000025,2/27/2021,18:53,95,SHOES MEN REEBOK,0,45,1,423000,4.8152,402631.704,41.9,SHOES,Men,0,45,30,LEATHER BLACK,44
SIH0000025,2/27/2021,18:53,205,BOXERS MEN PUMA,0,20,1,188000,4.8152,178947.424,18.62,BOXER,Men,0,20,14.25,BLACK GRAY,M
SIH0000025,2/27/2021,18:53,232,SOCKS MEN PERRY ELLIS,2,10,1,94000,4.8152,89473.712,9.31,SOCKS,Men,0,10,4,6 COLORS,ALL
SIH0000025,2/27/2021,18:53,185,POLO TSHIRT MEN POLO RL,1,20,1,188000,4.8152,178947.424,18.62,POLO,Men,0,20,10,WHITE,XL
SI0000020,2/28/2021,20:42,490,CREME WOMEN CIEN,1,2,17,8823,0,149991,15.57,none CREME,Women,0,2,0.55,none,none
SIH0000026,3/1/2021,17:05,299,SHOES KIDS LEVIS,0,8,1,55000,0,55000,5.64,SHOES,Kids,0,8,4,BLACK,35
SIH0000026,3/1/2021,17:05,245,SHOES WOMEN NB,0,25,1,132000,0,132000,13.55,SHOES,Women,0,25,10,MULTICOLOR,35
SIH0000026,3/1/2021,19:06,353,GILET WOMEN WEATHER PROOF,0,18,1,174600,0,174600,17.92,VEST,Women,0,18,7,BEIGE,XL
SIH0000027,3/1/2021,19:21,491,CREME WOMEN TODAY CREME,1,2,1,10000,0,10000,1.03,none CREME,Women,0,2,1,none,none
SIH0000027,3/1/2021,19:21,479,CREME WOMEN OMBIA CREME,69,3,1,20000,0,20000,2.05,none CREME,Women,0,3,1.1,none,none
SIH0000027,3/1/2021,19:21,503,CREME WOMEN OLD CREME,3,2,1,15000,0,15000,1.54,none CREME,Women,0,2,1,none,none
SIH0000027,3/1/2021,19:21,490,CREME WOMEN CIEN,1,2,1,10000,0,10000,1.03,none CREME,Women,0,2,0.55,none,none
SIH0000027,3/1/2021,19:21,480,CREME WOMEN LACURA,6,5,2,35000,0,70000,7.18,none CREME,Women,0,5,3,none,none
SIH0000027,3/1/2021,19:21,494,CREME WOMEN BALEA MED,-1,2,1,10000,0,10000,1.03,none CREME,Women,0,2,1,none,none
SIH0000027,3/2/2021,19:33,287,SHOES MEN POLO BH,0,14,1,138600,13.4199,120000.0186,12.06,SHOES,Men,0,14,8,NAVY,8(41)
SIH0000027,3/2/2021,19:33,613,SHOES MEN LEVIS,0,28,1,277200,24.2424,210000.0672,21.1,SHOES,Men,0,28,20,GRAY,41
SIH0000027,3/2/2021,19:33,63,SHOES MEN REEBOK,0,55,1,544500,9.0909,495000.0495,49.74,SHOES,Men,0,55,36,NAVY,42
SIH0000027,3/2/2021,19:33,355,GILET WOMEN WEATHER PROOF,0,18,1,174600,5.4983,164999.9682,16.58,VEST,Women,0,18,7,BLACK,L
SIH0000027,3/2/2021,19:33,491,CREME WOMEN TODAY CREME,1,2,1,19400,11.6348,17142.8488,1.72,none CREME,Women,0,2,1,none,none
SIH0000027,3/2/2021,19:33,89,SHOES MEN SKECHERS,1,55,1,544500,9.0909,495000.0495,49.74,SHOES,Men,0,55,36,FULL BLACK,42.5
SIH0000027,3/2/2021,19:33,505,SHAMPOO ALL TODAY DUSHGEL,12,1.5,1,14550,11.6348,12857.1366,1.29,none SHAMPOO,Unisex,0,1.5,0.5,none,none
SIH0000028,3/2/2021,9:56,490,CREME WOMEN CIEN,1,2,7,10000,0,70000,7.03,none CREME,Women,0,2,0.55,none,none
SIH0000028,3/3/2021,19:00,205,BOXERS MEN PUMA,0,20,1,198000,6.5657,184999.914,18.61,BOXER,Men,0,20,14.25,BLACK GRAY,M
SIH0000029,3/4/2021,19:07,458,SHORT MEN NORTHFACE,0,25,1,247500,12.6984,216071.46,21.71,SHORT,Men,0,25,8,BLACK,L
SIH0000029,3/4/2021,19:07,146,SPORT PANT MEN UNDERARMOR,0,38,1,376200,12.6984,328428.6192,32.99,PANT,Men,0,38,12,BLACK,L
SIH0000029,3/4/2021,19:07,150,SPORT PANT MEN UNDERARMOR,0,38,1,376200,12.6984,328428.6192,32.99,PANT,Men,0,38,12,BLACK,L
SIH0000029,3/4/2021,19:07,131,SPORT TSHIRT LS MEN COLUMBIA,0,25,1,247500,12.6984,216071.46,21.71,TSHIRT,Men,0,25,10,WHITE,M
SIH0000029,3/4/2021,16:16,279,SHOES MEN POLO BH,0,14,1,127000,0,127000,12.76,SHOES,Men,0,14,8,black/white,10.5(44)
SIH0000030,3/5/2021,19:50,70,SHOES MEN PUMA,0,40,1,396000,1.5152,389999.808,38.81,SHOES,Men,0,40,27,WHITE-ORANGE,40.5
SIH0000030,3/5/2021,19:50,347,SHOES BOY SKECHERS,0,13,1,128700,29.8822,90241.6086,8.98,SHOES,Men,0,13,8,NAVY,21.5
SIH0000030,3/5/2021,19:50,237,SHOES WOMEN NB,0,25,1,247500,47.4747,130000.1175,12.94,SHOES,Women,0,25,10,GRAY PINK,38.5
SIH0000030,3/5/2021,19:50,296,SHOES KIDS ADIDAS,0,15,1,148500,29.8822,104124.933,10.36,SHOES,Kids,0,15,10,BLACK,34
SIH0000030,3/5/2021,19:50,475,PARFUM MEN BRUT,1,2,1,19800,0,19800,1.97,none PARFUM,Men,0,2,1.5,none,none
SIH0000030,3/5/2021,19:50,620,SHOES KIDS SCKECHERS,0,8,1,79200,29.8822,55533.2976,5.53,SHOES,Kids,0,8,3,BLUE,17
SIH0000030,3/5/2021,19:50,302,SHOES KIDS SKECHERS,0,15,1,148500,32.6599,100000.0485,9.95,SHOES,Kids,0,15,7,BLACK,35
SIH0000030,3/5/2021,19:50,397,T-SHIRT MEN UNDERARMOR,0,22,1,217800,9.0909,198000.0198,19.7,T-SHIRT,Men,0,22,10,GREY,M
SRH0000001,3/5/2021,,131,SPORT TSHIRT LS MEN COLUMBIA,0,25,-1,198000,0,-198000,-19.7,TSHIRT,Men,0,25,10,WHITE,M
SIH0000031,3/6/2021,20:05,133,SWEATER LIGHT MEN WEATHER PROOF,0,25,1,247500,9.0909,225000.0225,21.38,SWEATER,Men,0,25,8,GRAY,L
SIH0000031,3/6/2021,20:05,91,SHOES MEN SKECHERS,-1,55,1,544500,4.4995,520000.2225,49.42,SHOES,Men,0,55,36,FULL BLACK,43.5
SIH0000031,3/6/2021,20:05,376,SHIRT MIX KIDS MIX,2,5,1,49500,19.1919,40000.0095,3.8,SHIRT,Kids,0,5,3,MIX,MIX
SIH0000031,3/6/2021,20:05,120,SHIRT MEN CALVIN KLEIN,0,20,1,198000,9.0909,180000.018,17.11,SHIRT,Men,0,20,10,WHITE,XL
SIH0000031,3/6/2021,20:05,134,SWEATER LIGHT MEN WEATHER PROOF,0,25,1,247500,9.0909,225000.0225,21.38,SWEATER,Men,0,25,8,BLUE,L
SIH0000031,3/6/2021,20:05,111,SHIRT MEN CALVIN KLEIN,0,20,1,198000,19.1919,160000.038,15.21,SHIRT,Men,0,20,10,WHITE,XXL
SIH0000032,3/8/2021,19:29,51,SHOES MEN ADIDAS,0,55,1,572000,9.0909,520000.052,49.67,SHOES,Men,0,55,35,BLACK,44
SIH0000032,3/8/2021,16:47,394,T-SHIRT MEN UNDERARMOR,0,22,1,208000,0,208000,19.87,T-SHIRT,Men,0,22,10,GREY,XXL
SIH0000033,3/8/2021,19:29,85,SHOES MEN SKECHERS,1,55,1,572000,3.8462,549999.736,52.54,SHOES,Men,0,55,36,BLACK-GREY,43
SIH0000034,3/9/2021,19:46,532,SHOES WOMEN ADIDAS 42,0,45,1,468000,11.1111,416000.052,39.45,SHOES,Sports,0,45,28,GREY,42 2\3
SIH0000034,3/9/2021,16:43,271,SHOES WOMEN CHAMPION,0,38,1,307000,0,307000,29.11,SHOES,Women,0,38,23,BLACK,41
SIH0000035,3/9/2021,19:46,475,PARFUM MEN BRUT,1,2,1,20800,3.8462,19999.9904,1.9,none PARFUM,Men,0,2,1.5,none,none
SIH0000035,3/9/2021,19:46,40,SHOES MEN LEVIS,0,28,1,291200,27.8846,210000.0448,19.91,SHOES,Men,0,28,20,BLUE,42
SIH0000035,3/9/2021,19:46,268,SHOES WOMEN CHAMPION,0,38,1,395200,24.0891,299999.8768,28.45,SHOES,Women,0,38,23,BLACK,36.5
SIH0000036,3/10/2021,18:58,251,SHOES WOMEN UNDERARMOR,0,25,1,134000,0,134000,12.61,SHOES,Women,0,25,10,PINK BLACK BLUE,35.5
SIH0000036,3/10/2021,18:58,245,SHOES WOMEN NB,0,25,1,133000,0,133000,12.52,SHOES,Women,0,25,10,MULTICOLOR,35
SIH0000036,3/11/2021,19:42,503,CREME WOMEN OLD CREME,3,2,1,20800,3.8462,19999.9904,1.87,none CREME,Women,0,2,1,none,none
SIH0000036,3/11/2021,19:42,244,SHOES WOMEN NB,0,25,1,260000,50,130000,12.13,SHOES,Women,0,25,10,BLUE,36
SIH0000036,3/11/2021,19:42,506,SHAMPOO ALL TODAY SHAMPOO,5,2,1,20800,3.8462,19999.9904,1.87,none SHAMPOO,Unisex,0,2,1.2,none,none
SIH0000037,3/13/2021,17:47,205,BOXERS MEN PUMA,0,20,1,236000,13.0435,205217.34,17.12,BOXER,Men,0,20,14.25,BLACK GRAY,M
